,iter0,iter1,iter2,iter3,iter4,iter5,iter6,iter7,iter8,iter9,iter10,iter11,iter12,iter13,iter14,iter15,iter16,iter17,iter18,iter19,iter20
212,473987,186382,374519,139264,184146,174011,597146,518197,464712,493812,45955,122329,382073,116109,172545,522842,53022,59399,527261,47355,82747
213,166489,477424,527046,371424,518956,711506,49785,42260,674580,622894,536691,307566,48562,542922,687973,309002,302110,529654,496306,398413,409744
214,520657,376653,42187,219883,430180,460391,506990,130060,267333,627903,691153,539391,238423,193543,348122,238278,281875,314082,454810,598207,377145
215,127995,557705,307599,232954,241260,721543,249219,224030,249642,105219,122657,636447,318076,528590,385698,391868,544034,121176,241180,94713,529385
216,552698,98987,587508,25277,534717,547238,520293,588856,443866,19146,536839,105210,98978,645454,143729,362371,257119,137637,286554,593528,192939
217,158920,23082,524702,30414,18950,365144,4179,170224,701283,27667,534510,37991,112579,287842,526342,76884,529473,356890,317865,177875,551688
218,346648,114653,649152,203829,125653,139233,379825,39869,443432,679314,129181,539531,62775,270130,94774,160203,149481,90284,70956,372831,3763
219,397727,79414,548935,381585,528940,655507,616370,286034,177840,531852,495117,62432,91328,462254,518689,651149,261846,20924,588318,670738,124508
220,289583,28039,37246,108258,534367,188554,571004,530930,478134,354446,591625,695528,230076,475118,606654,296398,380428,655418,441016,540195,193442
221,558572,661102,128403,609148,243417,19332,66491,625518,527956,168188,288859,586299,169844,273685,314030,686844,143701,484810,254590,6269,539809
222,455311,462104,88495,704185,688605,549242,26015,116131,714812,412583,172197,712974,646933,74814,687506,307014,283304,713889,190386,163932,492670
223,241715,295041,279764,481808,681173,210539,87091,625899,314969,47369,118939,172815,366112,595130,513698,10015,237552,21911,675288,5335,157261
224,633472,40076,136707,588956,620925,117968,493070,73669,399463,692557,42652,578297,105351,343480,269899,443626,407597,619354,17537,131025,664707
225,272330,450527,89705,630663,419046,236489,492694,214410,316415,210628,416644,91549,386387,388928,190819,590198,536556,700366,649478,527261,158103
226,683051,630428,486526,107301,412082,619007,303193,269596,18163,523319,540120,367224,415645,135261,130003,662366,251392,705508,338370,448376,500020
227,237807,595024,409901,485512,155740,37032,76655,373140,353224,303629,27683,646683,76410,487607,8865,367660,111524,679153,613552,703314,569251
228,703606,300548,593532,578870,702457,558138,89981,204126,649798,188647,605715,123491,347183,567942,398430,638885,702051,555173,272651,549160,23153
229,392386,462327,90904,187702,115893,325825,308120,86692,479980,365288,374118,335001,275369,648186,372206,238697,671777,216001,584757,67728,111221
230,116961,295450,205656,344786,649643,515397,199449,179119,514026,640478,18371,466395,37896,434266,82441,136024,471638,620157,404990,327841,662374
231,51935,79767,716751,703098,601700,380572,660881,379514,435263,239757,168404,669033,320870,662293,473962,185907,205967,80555,658461,469769,176640
232,104471,565758,365669,527240,583488,45584,248249,281361,615292,626538,530903,356642,575746,241802,410853,64404,282713,369030,596359,340007,85326
233,406779,583717,640225,503240,691184,47270,707464,339892,168206,520339,705161,328677,411246,29538,650316,386355,127929,462460,714118,722428,108673
234,148425,466008,717191,365903,227047,193687,480764,683436,692894,391971,645873,394872,22710,648182,175977,619562,464211,155534,621455,451468,299796
235,377237,121600,47875,620856,436545,64601,687672,417464,677979,662417,75334,230198,157314,4158,278754,710101,112554,22309,377587,532354,146410
236,111822,222071,518372,605930,216178,255325,665063,453915,99825,662800,548102,72758,179658,492440,79390,333158,532742,492057,441168,38647,380837
237,556391,618075,4439,464879,590299,666386,193421,66927,565906,659219,561882,246753,130531,137615,254339,600430,573797,443840,155497,260176,614362
238,274483,279641,498283,25343,297562,314317,460137,522105,52758,113322,287143,30837,178755,156231,221208,184889,234837,615584,666098,396588,598803
239,679443,272593,720459,344995,51856,556281,161385,9564,259712,383588,159080,505278,377952,128352,577862,372685,208787,529349,357572,218846,261737
240,22769,148438,673030,594864,399174,604974,175390,102412,18993,457897,658460,159779,109193,300163,462764,113042,186747,21258,692922,309028,652839
241,339435,418000,610126,342670,116475,117721,499940,532077,41116,644149,306399,235141,829,77104,23678,642824,350803,430725,35398,186297,464511
242,430236,163119,213852,148548,277535,358569,338178,225862,712027,224856,541615,53866,239881,416497,351746,115566,137776,132261,565344,528086,475256
243,509285,271388,432178,257197,642985,488438,540969,84971,302515,107899,9598,510180,575592,420423,707431,200572,319908,258678,176789,475741,19319
244,125680,683516,442175,563136,505182,37005,681678,260111,717444,287119,386175,277717,428477,255527,678044,645857,490200,600566,583600,627548,360936
245,85348,397460,715141,440704,642938,586859,212017,716037,178971,100833,573987,642670,41311,346380,505662,525921,146074,114801,711178,567561,13820
246,545853,470822,45871,505590,677739,362730,91843,33750,280863,185693,336807,633017,557543,152931,651888,21895,155921,456578,266720,433635,690160
247,652840,580540,620630,210135,30597,537713,455823,99285,475712,216860,457164,297774,80049,84517,363630,166505,452205,287813,182162,410768,269060
248,335000,73376,116696,329104,43067,402101,203198,480624,88471,201843,458774,228803,152265,420615,222352,304163,682081,314598,657195,448567,720599
249,628876,242688,490955,364357,192387,236332,143983,260071,697241,345984,302473,680838,478816,188969,610816,47094,660266,466420,426495,7858,221735
250,206906,200298,97150,24573,1403,496390,368453,424012,129767,495873,17057,604184,197691,690934,566448,194898,17374,443817,119901,562262,41839
251,240736,291018,332205,461043,385138,302784,410909,571272,27968,140087,268848,496592,717062,1111,493306,205179,275666,355257,307509,400942,515932
252,234727,274802,618513,627776,267314,533132,616145,460743,583017,628933,294649,539464,48105,386576,647751,9734,336251,555144,360460,508186,417085
253,395254,688086,641615,565949,517689,227956,143349,339762,207659,282838,548825,45008,290351,335011,589236,541416,116754,300130,326753,412782,647268
254,17531,192114,492162,477286,639590,461767,154155,112721,169777,664335,115842,316155,30391,617659,327463,541223,313278,502618,176238,284845,374646
255,640807,15699,108472,378283,231548,66036,296533,51189,302592,282520,44209,562226,457937,115650,535437,589765,653542,704131,11885,658500,529910
256,131783,674901,523398,661438,447925,217520,57483,543710,713302,189793,82795,512082,126863,349952,575579,398231,525681,112278,687197,520422,406019
257,608585,229245,65666,552634,383235,674414,550086,174307,326605,179222,539237,98339,191226,515809,386648,309047,55942,696314,364012,21436,140532
258,381499,82961,669904,638256,632490,655154,38144,652080,470978,321717,58343,606227,630245,355873,22878,399318,303270,241935,434332,318430,487486
259,433304,335035,214816,721815,77462,500719,487716,515422,597101,593148,415137,219452,88112,678341,327477,237815,158857,60470,327514,540515,582203
260,641970,197334,639908,454321,624692,375279,436982,130757,498168,312873,396324,455970,415382,332739,685684,430538,175437,702803,714957,146188,537203
261,390914,321533,343469,609976,553246,220135,480507,267472,69641,472574,523517,375602,483373,459552,131634,517807,371869,257649,179380,143099,690915
262,715751,498259,535855,540517,123295,555245,237673,662428,615338,658926,544551,354094,595047,34123,298502,502321,624911,233291,69788,300621,19606
263,472373,360377,194070,603015,656017,692707,271942,203269,120776,702967,432216,415256,466722,610910,49544,405363,285004,47236,115634,694362,618377
264,567891,44387,352378,376745,322450,267115,530784,84884,336580,708561,348361,150404,495672,87667,145385,81463,686325,524425,410320,530097,310194
265,330533,574793,496895,1296,715803,639727,546821,660844,7433,295484,490353,570777,269853,147915,93883,562536,554772,244923,722975,204699,507198
266,451317,172371,216719,115511,247185,241931,292203,666440,126946,273620,551107,645106,695989,702818,308644,695339,149955,360824,601758,562950,679870
267,557925,466454,428671,1557,323316,155276,224218,32379,617857,581955,288340,168105,591651,335494,582167,58282,434444,150860,188034,135453,19913
268,191070,364458,696931,489315,98720,262789,591538,542694,502623,516214,319159,203713,33140,303541,54951,615610,355263,345420,451916,468109,305027
269,427147,629897,549964,260925,690249,710831,480336,113674,633908,628346,498655,713794,461223,613525,660712,567249,477519,407617,394969,382566,181476
270,173943,698241,272808,284086,682879,554006,75800,465936,599304,78817,478231,284609,536661,249310,577925,610703,401155,635358,555068,6781,443279
271,316164,227312,189386,362419,204028,575570,243975,331443,547914,63305,244482,391385,363677,201108,578737,673695,358654,533487,649255,182937,699129
272,120424,531208,469602,215198,441756,25009,460565,262807,60276,501730,190674,387173,115565,128577,432425,506617,623708,124647,647656,250459,11389
273,608868,154426,45430,109463,265007,409656,418767,626873,137170,424702,129416,230951,264894,301804,172734,126499,633984,637156,535691,550745,5096
274,57480,139969,30217,468056,595505,263655,706773,374520,564039,467205,428116,556121,185721,371235,1528,471628,21930,578018,227839,568298,116419
275,436331,171097,12750,56541,286580,167302,58600,233170,78245,519166,626002,137092,608140,70981,447063,354016,431366,355358,159400,499101,501567
276,349485,356335,80815,39508,428917,411891,642467,658464,297821,28344,210378,16333,108203,220867,298799,365729,182958,183503,575362,38746,494623
277,55451,605848,335973,33254,14068,374448,77675,22853,236615,112167,105992,142826,385386,615800,247513,271233,452611,107428,147237,693619,419617
278,575258,180840,265317,485525,353700,394586,97310,137839,447039,299892,104063,679959,146777,408468,179850,621310,624523,525140,306339,449119,24323
279,603122,193157,458018,695034,45321,651343,348611,670672,173375,463220,452841,292311,313198,604571,251295,293420,291213,176287,616281,718070,694256
280,80123,296153,579358,254614,543927,437097,94413,34757,683952,625275,139142,503865,587872,518232,405878,75395,723149,216660,569226,242982,458747
281,548833,604151,344109,571243,679215,159005,550941,500417,277199,708816,188596,683637,49060,142538,411781,315894,687674,650645,353481,338705,174512
282,551581,232078,39427,289794,37057,220505,714831,637060,12088,443822,74247,162758,494392,680417,466964,37870,491995,450300,180382,120075,2074
283,153473,342438,562932,105187,470684,433281,505783,701446,705765,627143,168516,541632,630097,120812,300882,426300,57694,327909,370252,500695,93866
284,576853,519281,133659,212529,3022,554851,272682,599199,9039,76550,269540,136054,258922,417170,62596,321240,492962,19419,568671,9875,498891
285,273781,341868,562147,118389,334074,591119,78027,105599,57337,14351,43624,239023,270152,236919,106021,717252,268689,396417,502021,382415,66360
286,94282,135187,605343,993,22291,488775,395276,366119,30115,88899,56623,425236,576181,594611,300658,645916,12740,150427,265213,248465,475480
287,14163,98297,226293,565594,651795,411052,645867,575312,63846,324004,114725,136235,455922,500713,561359,12137,403345,559561,149201,155577,668270
288,117091,446056,702833,490161,550676,609690,410997,556813,583985,570290,534694,542179,408050,706747,586225,437007,145297,588494,555282,221689,77189
289,27252,618126,661885,407722,1911,123904,24102,505648,67336,181632,690131,428358,550368,272338,358660,348113,149989,130893,65988,657542,10337
290,79874,473704,596718,221403,391143,481301,382915,451575,463321,51261,168876,253460,417406,352053,197359,431615,606190,205012,510285,679219,540745
291,641858,32703,125996,580054,674336,545169,645221,598807,586282,642112,544350,669237,347674,47412,407478,622582,506321,450433,160490,309723,603903
292,253218,114833,153850,323922,441499,437404,438820,493984,230799,231095,713420,475719,703564,399067,417210,344957,73921,410011,369805,180896,175893
293,552348,70797,450869,603142,424730,212577,621527,633066,692848,204837,523450,374930,258003,721155,274029,236269,150676,709776,390702,23599,455817
294,89385,648921,591039,297393,568046,242537,189031,460219,507888,249076,577770,138602,214901,676643,203525,561133,92666,409582,479884,593992,294152
295,272611,411121,105896,372310,297628,451199,88517,641949,406160,347387,357962,608394,131377,641211,649300,421297,418822,652068,585447,390889,588341
296,336623,183960,292986,244683,299824,660132,267235,722157,75712,556661,114061,689917,537458,386846,249670,25212,121446,480902,374161,676345,313548
297,105854,395181,194268,213248,42316,196001,298354,268596,79453,547818,650828,560907,136286,556468,492923,396307,566995,600619,165827,204341,595392
298,460971,237468,315650,363514,235326,256454,340711,51314,388655,523304,558938,410594,496571,605083,689066,270203,97497,249834,552745,345683,305198
299,563364,689694,553304,69053,83372,599614,421301,104817,13139,524662,492999,69088,87162,359512,448774,683380,159696,2037,275162,86744,489977
300,553744,242380,192932,326838,721629,400254,490735,487369,325320,378544,412931,664854,584670,536804,275420,626102,72419,124594,115309,255752,412461
301,171580,441047,428470,657409,383078,608837,303834,628575,522344,171263,173476,401935,155343,353790,275671,45235,40786,414218,284787,136641,299672
302,618588,499233,111238,612610,629582,418969,671884,698998,90370,14135,26722,345796,229349,598064,66526,446274,222684,526009,188461,523886,295150
303,291089,139466,272950,236281,263075,155418,444537,325725,276391,15873,644106,662956,379766,171537,506717,374799,314645,311863,589499,421255,682676
304,107423,402487,356571,252790,62482,205460,693673,240296,29881,78806,568274,409965,530976,227758,568185,527781,326985,208335,339831,460029,230454
305,488098,324113,332014,293063,97926,691945,403085,608632,375072,26181,372888,603874,423259,404353,715121,683826,368152,126158,656193,461034,178433
306,446222,384150,721399,402359,550122,414766,142101,430994,16943,94103,41795,525636,479523,161866,690026,96839,397931,102127,492150,423035,270645
307,364867,131266,66993,486280,610967,349406,127709,388690,226004,14179,309599,9493,210228,654758,107334,243775,621811,40963,638704,292068,598511
308,52299,600116,490135,119840,411762,230715,431834,175167,513650,709784,716281,50092,7966,264829,16020,45308,200804,68001,564696,557940,635526
309,522882,326275,260931,158643,348449,598049,328966,597771,690152,544343,134042,365562,103005,214154,565438,378546,484247,508892,477750,419867,682298
310,183964,338154,545937,131016,264258,639623,16041,413578,654882,62448,387678,351398,607564,167360,403818,451332,639961,291871,526481,319520,400881
311,199593,51275,23245,489580,452934,492302,207828,240729,240447,629925,606424,105463,438560,520675,604494,596191,398236,454049,425192,178089,48302
312,168828,197656,220509,264189,667969,332978,368920,603223,56009,331148,387309,393595,382212,313043,602817,46607,246245,49954,90422,264813,168157
313,9295,196573,549781,614066,262379,414081,570244,26920,439986,349688,294747,124000,493151,341768,269078,417167,161048,144120,519727,676656,716492
314,135032,191465,312167,222944,405769,95718,379679,581202,61211,108884,182098,37006,54350,684031,343448,691364,619177,525672,112728,561972,517280
315,431398,575942,666809,528052,417732,418661,671065,277442,526487,105092,645554,6343,55275,173539,378592,379608,513489,719339,162140,613450,82313
316,713994,431835,667480,385031,124314,585651,450947,546768,565487,504622,689040,56133,439874,414412,160354,343707,209055,605176,669090,613807,653571
317,406738,389841,249731,483649,527619,196790,589617,680082,707140,307818,709666,363206,480234,34600,540238,148864,374055,205637,566486,24814,36198
318,605344,519495,505086,478788,201365,610940,660178,642537,148935,92013,467586,367180,185683,665414,697114,440452,88472,599821,627570,579605,699167
319,238426,463760,253547,297745,379088,672256,437972,1542,409754,1294,539981,716905,517630,549550,185987,86834,330709,125546,713187,466428,500597
320,495071,423228,422335,350445,397761,581814,614429,274595,305017,112465,507252,219168,411297,411820,239014,58196,276998,298096,146698,188264,188896
321,425013,31908,618485,494756,576946,703944,59192,326648,630484,37251,409909,598348,303104,309415,569105,488173,85729,134915,159676,424742,267034
322,213230,150651,383104,498514,55217,679753,549417,590690,252770,685469,125793,299332,644918,198988,548166,257862,102324,327729,363500,629199,248717
323,496004,437243,224426,520521,475596,88952,264426,199295,376671,492491,615035,239146,406868,184795,459568,262014,351049,713176,273468,76726,87287
324,21799,642090,629825,242279,324065,152,304031,113449,527302,256556,655460,622173,192535,713690,544763,276831,263257,174339,116206,492615,7969
325,42530,508498,481342,210342,166468,286193,100126,255344,684739,56927,390140,435831,352091,597678,151729,321338,48684,267503,74887,126667,340299
326,607222,250193,685890,496408,12287,264637,509941,587048,536389,408305,575538,279711,253357,357740,67384,475196,25717,552869,702720,692129,430654
327,145152,280461,87712,146442,655703,466600,44180,346581,645153,377360,390118,10969,698621,134113,390540,38874,586492,17364,107787,439167,509232
328,125214,718038,492844,642689,604665,559265,274154,226039,373273,260552,37400,221113,95145,697695,628034,32705,707981,191007,46805,266017,77227
329,390800,664767,393433,98985,193771,506527,161112,287130,374857,640839,711094,459151,65584,53013,491048,501882,411626,496110,608466,268995,84528
330,123717,187422,533835,629176,545391,529590,393824,623998,27666,307752,220902,23892,99624,377260,520534,338062,81227,50126,259132,53460,243245
331,511600,133968,101396,575085,64609,389169,581014,136533,273679,57093,329851,370767,337093,46350,711068,354474,538786,194286,128783,24219,195627
332,365664,715709,319187,645174,429053,387491,153571,416691,349651,90537,517909,336796,684515,609535,687864,333635,654450,272818,709336,650679,620368
333,713869,74092,502180,281830,221288,609387,612639,31840,31614,565498,266987,556636,420273,670990,589530,199529,271006,225054,168205,338587,13387
334,539988,68179,84752,547851,707240,180570,111200,638938,577718,496434,431492,48199,92951,504566,94359,659650,186926,592894,108701,544075,112814
335,59886,495725,77575,435761,274196,483550,555483,530303,589674,633690,296272,350642,297247,197198,507479,127819,335086,174456,401841,205637,97750
336,53149,176377,610039,313929,158891,241371,624683,117011,75653,280987,359126,428878,475184,12564,487987,630860,722017,349183,541345,641514,270468
337,710569,268302,486641,640921,185967,154418,81029,265030,117536,456132,321955,132578,496743,678703,389483,486760,623662,552289,86953,504211,557939
338,242759,608897,625678,470595,259603,312123,325812,301284,51400,460674,38014,517366,348663,425170,707787,602104,710548,215796,251796,236739,609567
339,97320,547553,442310,648132,395060,137333,225146,655393,204416,9082,426054,441561,299724,557200,520172,46542,348255,66065,441092,313696,456641
340,467708,495469,494139,511926,406072,349089,300615,192507,33866,410255,574116,565809,217257,351169,273404,372941,511724,152364,607543,66147,716893
341,562590,471978,496524,305228,362317,163465,355686,194794,75137,584795,36991,449601,169574,559922,516798,288821,664900,466750,435269,194094,583565
342,610695,625760,429650,479021,242924,537277,479665,17011,153920,71326,689599,65530,536204,291511,615390,607932,402439,135060,232833,342727,638025
343,417339,19839,430400,580862,720293,277625,445164,510037,533799,212958,188860,143623,398588,136655,348175,376846,122929,564672,333759,545858,177397
344,651209,223128,127746,76126,703667,692889,107598,576157,102595,155776,516400,55290,45932,587226,470991,483297,428590,244893,675453,302434,571369
345,30914,294112,538247,579920,553198,101768,704548,479407,717210,271532,437625,410693,91908,662563,229734,183762,558924,204146,437570,607440,642381
346,538094,469804,239103,590024,429222,510220,540468,28694,254353,666170,412414,62587,631402,189478,538063,73171,421155,457829,543008,683704,523410
347,520573,25731,580951,486367,540127,197059,435910,25170,268869,413733,510242,616744,33835,471619,5011,36713,578964,601650,709033,253322,593481
348,84695,301310,567595,264931,526382,476127,101079,583414,545930,1266,517567,609747,496203,673007,572768,455807,478511,10884,489210,530784,94733
349,483935,114456,430463,708374,424065,294678,461873,29691,349177,298091,436048,595405,106109,327451,150752,639175,95960,721730,454622,68110,2467
350,253070,655968,266879,601427,6259,670819,33743,305580,91625,561144,400666,684679,539296,135312,592160,628428,170981,510983,524701,219253,5757
351,70594,452623,91009,321623,18435,209855,395808,506956,498852,684072,657880,37484,76308,679380,90231,217435,709356,11014,135410,328026,652402
352,38119,715426,518926,626656,438743,433730,600486,261107,668728,687268,483025,636629,340376,329653,361317,157321,119694,137954,313554,503565,483330
353,505544,720579,63664,36196,165141,654837,217984,69869,343613,609439,199985,153092,105121,215666,16213,125900,404724,676666,271744,216588,614621
354,623663,493405,691030,589436,366610,178830,115298,704516,198587,114,238550,31135,553016,707768,565494,466715,31967,44099,647823,608124,470323
355,147074,158113,716775,392773,31685,426853,81201,103785,495537,351434,74493,428713,433001,603632,508455,455154,465654,304302,285103,260487,351092
356,423724,63475,703020,344401,291496,63845,522577,171376,655105,535410,679827,713990,408505,705548,415722,211682,62111,580695,20413,237517,218187
357,431800,533161,81174,109381,338424,13110,53115,190175,150939,336244,204643,475460,479609,142815,171477,562416,97203,520605,637243,351430,105327
358,65657,133670,60989,76330,167570,314577,63060,390097,387576,65936,21404,484974,665911,3512,513728,166176,628016,597311,137027,160085,371925
359,689153,12580,378780,144879,668482,70000,396128,669134,168660,694039,640545,222201,41117,69427,601749,487444,76790,707642,568446,677466,535355
360,350474,700700,660793,311638,674244,291370,205863,351912,299137,290938,713768,357525,688825,46528,695499,463735,240254,175346,108685,334979,328502
361,18390,41685,164496,580754,286279,410264,282800,673866,455112,533102,642725,630947,201625,325471,63441,265037,173114,231534,117785,15340,420635
362,3451,294494,80303,99093,607485,278410,230615,426344,345006,645002,264514,368062,221176,444452,106592,626938,128561,443665,653898,272415,386417
363,569460,640607,309624,116725,233799,43821,253559,584015,282402,641688,572607,285913,466537,8849,223043,318347,631726,650710,554094,32537,321039
364,542192,635431,490701,457189,548662,225698,634314,181075,586075,662653,704962,483103,113601,400274,367744,470397,8171,120963,605342,13958,4065
365,705877,64955,630461,526517,10827,82532,654112,673023,244027,322556,325737,39154,582409,665863,540811,904,509808,452429,101062,700517,510815
366,170779,341013,141749,566938,355616,529254,260487,352321,585000,46158,297548,689754,322239,34963,234467,271257,484487,96159,469818,292652,272728
367,564976,356334,208303,692072,306699,365547,259632,499259,489521,587721,607502,298133,406452,397413,420079,697039,60885,625088,334247,681429,401077
368,632356,402250,605528,417607,507916,246807,466754,300471,142741,86361,147347,714450,438980,626840,303288,319530,111310,694026,304705,33827,417931
369,54417,347837,34731,231600,65132,595606,368004,469359,689281,549006,709876,383655,600092,365341,354378,423604,374100,524949,284532,190270,182120
370,644425,301342,48143,24290,605259,178491,354653,372031,279379,192650,244375,675810,265345,272705,363361,360543,394698,350556,506969,117094,513089
371,248514,416841,416689,52193,253132,36741,136816,231819,77539,576821,86737,382792,642250,672889,509305,270755,630858,500971,75647,298870,565764
372,361494,415815,616124,424649,4002,247079,417043,332736,411569,632689,386210,198348,426827,29155,663726,682825,112261,226522,342764,237855,601257
373,175288,568663,598285,657949,545246,148937,708849,106914,407921,391048,384153,325813,303709,595888,372586,55012,159536,698930,206543,607586,162783
374,428691,416820,226941,341132,648642,633962,192688,514844,713119,227099,57808,202044,91906,525532,349745,264501,85015,409277,170188,348501,73573
375,634811,254271,368581,69079,115328,130468,564895,317519,414071,153761,344132,535760,89907,317695,547949,121710,59974,114759,132543,233698,184841
376,69247,92489,651873,218251,313274,627150,648932,379879,246187,371942,292071,337478,132662,550658,288483,218839,476987,214618,149974,311523,105832
377,712342,704564,500339,421026,427991,471712,123437,638927,654622,719182,102095,645819,697221,594009,75661,604277,553752,612165,244021,676030,667155
378,85352,508897,257370,567638,186847,599865,554437,160039,315764,406893,123260,631407,177283,558675,103203,636534,232888,150488,134109,593163,327438
379,89539,617173,184016,443331,351866,72435,181305,507113,145194,240908,122359,708972,149986,354819,375463,563232,242908,143567,346002,503218,688555
380,705060,276057,449192,260277,536281,530509,557958,67595,641828,628488,136726,122374,166094,91377,279420,196391,236581,295986,637098,550244,171219
381,336128,411044,59503,378751,89671,510268,48922,454979,137774,162209,637538,237436,562486,95543,119446,376689,661076,63896,712829,330944,313365
382,227685,218629,98322,143420,38677,68776,134330,85089,235839,291689,228239,237681,534138,644641,720289,546186,628284,523916,623219,338941,356471
383,311734,342174,154122,353205,82109,524241,620289,268501,626297,246903,19615,302085,143721,223136,93595,259396,443623,394679,397331,75739,354003
384,573111,139251,545415,492594,587545,428515,608400,464223,365712,6607,535137,202316,342623,302381,180888,502753,107194,384864,185006,235361,277555
385,5141,52999,307699,17939,700568,165714,705798,438930,252055,566640,571689,444719,22264,87470,103318,155695,404864,370126,682425,648061,582283
386,681861,244369,91695,242747,517021,571650,573878,703255,396467,668283,158112,444939,672866,558694,336130,538908,128122,577064,156054,166228,120137
387,427299,544021,211474,670444,22649,427747,347678,108166,695322,664980,443673,420434,651112,605156,315969,349137,473996,678316,718484,253378,348243
388,379711,150010,442944,427657,68395,257423,254586,309220,135483,377323,165430,364094,209891,607210,24889,31052,547775,675550,279592,361619,699849
389,65982,704785,189941,524984,186939,602415,198682,549531,31216,387745,662927,124481,247950,561631,433306,330041,6522,409785,343417,632942,553854
390,255747,144651,345143,189787,206025,111670,413792,566382,371618,56749,94474,287453,145149,716027,9972,381808,160428,11185,438875,170172,227077
391,457498,203130,317477,186493,644882,620705,24749,52243,72976,366958,59311,319204,642770,190632,320033,679793,275944,169303,431945,469196,45546
392,527271,323205,556203,633262,186461,319515,6381,498838,278598,495993,202833,31264,94829,290320,330903,20019,567692,530072,561337,291675,105301
393,317908,313189,334916,29686,560656,186504,4267,615674,415098,577494,604481,474151,483185,196834,463228,481191,111664,631117,281855,146809,56535
394,671572,63619,125630,715672,707308,579593,674203,676560,430013,552769,361179,382183,501752,433797,392090,358663,82039,30730,713082,247986,177376
395,541707,430182,121508,399606,242565,221857,293125,352814,290485,4614,586443,312754,326007,337265,60381,491173,504898,308857,366175,124187,210928
396,491008,377061,50752,200940,150571,455921,216703,400506,181431,144858,7544,359669,102854,678673,91753,257827,398719,168325,187944,197173,424653
397,454131,431650,279080,602851,24268,668481,691028,539236,473104,45416,255102,550539,692549,351375,422720,614363,430012,463807,130400,145636,393824
398,590779,656028,572623,575432,79809,596555,711403,388238,707381,258606,278018,682868,489019,334771,612891,62101,214059,183110,510907,326795,71487
399,139782,242833,173287,468999,253477,703973,244710,342238,442206,79237,586569,523597,78928,548507,557842,41070,584394,74269,246439,468052,262174
400,289103,58014,547344,526302,347781,607713,633132,624167,695537,694171,276774,705862,470860,709938,102024,157623,209987,222800,149125,722692,709602
401,679737,243958,208105,529336,459491,285657,220748,608334,44253,384068,107708,410673,296769,532755,539420,16610,619401,338956,233828,453230,106721
402,426272,514829,9460,305181,41866,129282,105040,212717,187159,563243,226925,245275,334072,666532,162275,327204,435273,656036,102098,503467,700850
403,11334,554774,210826,362198,443795,619641,208221,661720,224789,237337,104512,633871,87500,100180,546623,356678,459138,196091,50745,54358,281922
404,369136,177537,578758,434682,70651,350990,455860,460798,504420,514069,615835,409981,90606,293835,484867,526584,566326,342476,619436,168829,10745
405,433173,384373,344043,97852,609452,66958,516562,288656,392900,616112,290937,405364,424089,324927,537620,146932,639193,517051,437305,460588,338962
406,558268,62795,99468,583136,363443,614086,422173,553852,355708,608136,74246,583301,98500,449976,50519,223526,436677,605065,407508,535155,104961
407,366411,429661,76887,615900,350261,643909,95067,581469,240592,345903,583419,103369,527555,498542,71644,561132,100226,125824,664421,200175,338193
408,295242,135598,517344,549059,122980,151601,513444,644886,212878,71083,272278,235172,11913,167379,96324,203988,319600,711138,474490,447955,457488
409,514107,382668,243113,150867,111027,304145,633820,333763,519202,228140,5941,408776,365691,149407,225738,344809,235972,459198,393892,461120,679398
410,614583,431593,354351,483476,322192,321051,703570,68856,162064,441379,403284,718910,400279,164518,606432,261671,262383,261343,380847,720778,116372
411,439741,547968,574990,199544,238172,599527,123625,560523,635773,287633,181150,173053,664712,281120,471880,255900,114609,435700,595865,508866,713225
412,642663,267948,528497,1868,351051,10782,178521,264584,141978,527319,22773,661016,127729,274417,500680,8548,551084,405309,691379,600893,707276
413,254045,247604,439184,62913,501907,407413,326335,40801,80621,353899,297222,135702,235347,695070,399775,189887,634012,401143,55723,217248,53081
414,200984,709402,580341,132458,277969,67216,174727,232244,592773,652369,349376,382737,561614,178421,189718,377559,633608,664522,101795,581596,100995
415,301889,289241,700629,400365,439957,179805,221096,555283,77165,92086,664704,257174,302675,458486,209690,58209,60174,358735,460477,599508,488007
416,651402,461482,77920,256668,295963,478373,713773,318535,595417,254108,413115,350018,413210,681684,474331,527113,314916,171524,477367,713395,387185
417,90625,650808,352691,443942,318291,237644,303247,259985,295626,666385,486319,437270,722532,351534,617388,47237,688332,232123,391516,413707,138885
418,638574,50799,319455,609555,593257,196165,124855,9520,480092,495431,578456,670473,683657,465200,556635,631536,293726,679946,663147,650241,632227
419,400196,293339,82384,399659,242522,188384,17103,606298,46338,292952,162659,126469,77311,539776,532161,373734,195820,493149,157563,640137,327525
420,179929,723115,457631,449710,135509,365938,323539,666135,55341,336986,54103,45569,581043,410741,614126,164186,179654,559240,54011,575799,636919
421,543652,356163,58883,140904,486918,517207,619656,272967,164110,622046,590156,223349,181504,81072,21620,306409,460772,258801,462271,495241,175733
422,453534,141292,456984,637253,376193,69871,615392,332177,511822,334641,261822,383795,478552,665517,542652,82888,565232,13776,722373,704759,692843
423,363299,617462,133398,374603,512904,581806,284793,270073,357533,106357,280243,437695,699142,215936,42900,248357,493520,525430,468677,51442,225125
424,541151,345595,106095,526934,65589,378100,58782,574839,334432,248674,480277,189385,77712,176254,189408,617526,526697,546426,130730,235874,5521
425,253663,35739,396824,139,382811,71208,443503,474612,351342,433192,165726,597424,350749,594348,432547,588704,231725,530485,283857,49292,408788
