,iter0,iter1,iter2,iter3,iter4,iter5
1526,71501,319831,547983,520970,108817,335724
1527,309051,532270,597692,495404,628986,186004
1528,194067,169793,298623,88149,569636,295646
1529,488039,128477,240479,527604,133731,373169
1530,722103,452150,166964,226203,14254,349707
1531,202539,359981,124883,322318,557196,677877
1532,511635,359686,505174,519901,582247,265282
1533,261183,47824,656211,485595,547974,11169
1534,406668,556468,173702,429605,144132,133160
1535,535782,27491,746441,102075,297600,350344
1536,135643,503285,126383,26815,604631,362291
1537,532245,422036,478012,224580,536330,119012
1538,254554,251618,407586,81885,158200,33947
1539,267977,29797,625938,77791,658426,167380
1540,169953,551612,458830,652775,539553,87859
1541,474832,674444,331116,427930,435663,471011
1542,35316,359140,504939,484259,497576,525513
1543,347571,419229,181153,409194,124604,138444
1544,114366,44139,399037,343658,647140,203864
1545,411745,485848,105275,324256,504249,530691
1546,236471,64064,104699,116441,741051,57655
1547,127622,280300,733054,349866,708726,314346
1548,104638,589903,257501,642951,509911,104996
1549,231519,390751,302702,495989,557796,235447
1550,431937,251416,368914,30919,445281,638217
1551,470944,718983,741681,107206,515869,553310
1552,729870,473327,284265,34853,322378,496046
1553,376141,399108,33178,505514,36393,655694
1554,553542,356785,256796,701778,108629,294136
1555,109116,723965,269402,4834,701702,380322
1556,402599,369260,189962,352492,220448,72491
1557,244614,742610,529258,566258,312904,91267
1558,344546,93379,73808,681320,244641,44820
1559,373016,273060,475881,471926,480272,146576
1560,162476,346304,660308,317802,363560,258921
1561,431258,222746,399071,536084,342033,221557
1562,599235,387472,188331,555100,321338,20441
1563,266641,425243,458114,283148,22086,400729
1564,498689,728803,143203,327413,649421,260908
1565,464824,393711,193972,463747,698939,634317
1566,399041,398966,210279,635527,460857,20788
1567,263745,64105,311620,90207,180920,715408
1568,1828,312598,328318,704765,2247,43006
1569,188022,563786,79831,227,104672,280322
1570,405811,626994,131350,522280,64882,165248
1571,274361,522594,361011,43774,729212,327039
1572,85330,154682,197449,79725,535559,458196
1573,591148,669559,73369,444276,22296,353902
1574,124735,236453,661074,203981,544139,1298
1575,116553,272338,474694,36899,92018,406049
1576,534635,747730,32103,383829,472483,51939
1577,586880,233816,438481,94415,640139,27813
1578,253415,585101,249975,208452,143705,412764
1579,274717,654441,235663,413098,520544,578643
1580,485231,63045,165838,31175,161041,600070
1581,422350,19771,304799,344723,273019,396708
1582,382941,694350,161797,247713,334995,485444
1583,313846,639549,457054,427394,655028,501242
1584,614598,504534,659255,468757,304104,724113
1585,632243,646193,495522,324439,320852,636692
1586,651412,363229,461685,471339,726910,197858
1587,559957,538373,222898,652534,714677,209716
1588,126734,141535,402676,155468,746994,629890
1589,645284,94281,411094,158508,31246,658354
1590,75092,118280,119063,665378,171138,735001
1591,340911,108489,111065,624982,83794,73294
1592,695739,461101,135447,149879,233307,378612
1593,76079,47552,84150,491937,154794,706395
1594,121502,324870,529950,489042,570766,46872
1595,93333,142256,4310,480512,36596,407210
1596,43929,209582,590910,623716,708362,652673
1597,262416,695678,478460,35206,80552,138210
1598,271723,342495,444544,471688,230561,719358
1599,110918,218096,302891,59737,269733,423948
1600,414826,528821,532903,377851,126293,4630
1601,566092,453184,670658,249738,232245,149360
1602,506999,493036,255121,547848,728858,313755
1603,285112,288262,381484,100935,529095,645503
1604,560144,526953,141451,548760,631647,409378
1605,631575,196157,567599,263202,80528,733320
1606,417638,242812,364931,329385,44240,82695
1607,448563,745136,223766,642282,401443,374795
1608,604386,62033,77190,529191,281727,656487
1609,621958,642656,219323,636527,7898,303694
1610,48704,95761,736737,723088,506861,142984
1611,326538,532592,132913,548600,115713,658089
1612,206092,542427,612736,184256,81981,575114
1613,296685,443728,817,294363,350870,72930
1614,504986,64487,646175,531279,551359,137409
1615,198397,576261,541814,476708,674213,640829
1616,517206,527310,158273,650127,336445,248121
1617,428579,617064,62782,220811,647512,624187
1618,100239,431225,301920,471778,127625,487176
1619,477033,696335,302135,533191,282457,194875
1620,125961,700359,678375,5638,459646,580964
1621,17733,6200,357539,224160,582299,205907
1622,49361,561677,100924,159928,458494,354945
1623,457392,58655,210794,323807,217979,499783
1624,724355,201098,329511,561945,442322,106117
1625,111233,355318,500711,366368,532293,716928
1626,469166,723762,568669,293798,250488,367281
1627,192118,581534,342124,592471,744508,104948
1628,491852,657733,480246,707158,313895,211182
1629,365179,414955,509285,472010,165084,449936
1630,522200,214323,411143,741757,606325,697831
1631,516104,188016,423946,628286,651545,595256
1632,166562,360936,6059,126717,176767,90147
1633,238947,190458,710257,245068,648050,127671
1634,44754,85665,707086,176684,104576,409882
1635,540726,141546,398773,734685,548104,78122
1636,31013,532680,361045,344126,390860,696903
1637,257355,565811,728611,626023,627728,383189
1638,214717,68674,619489,395702,363825,712087
1639,511120,408122,558123,636593,77090,358543
1640,231548,446195,699679,653641,260104,566645
1641,299162,38245,386449,198402,108125,505239
1642,92487,624370,25023,222813,485716,101152
1643,506220,473240,405746,362232,373173,477513
1644,190827,742824,599677,286995,682375,723167
1645,185299,439136,723828,41707,157346,145244
1646,443730,333081,402609,142822,480439,312254
1647,485956,147814,607383,177685,238097,67997
1648,241905,209275,622191,388472,89740,235680
1649,436345,628650,57056,448236,48551,214011
1650,612040,465195,52422,419490,733210,542420
1651,715874,120661,471756,484081,349038,154789
1652,746767,316924,670486,668061,505998,681352
1653,325817,480136,459481,125892,64581,179296
1654,187963,359812,430585,345674,316059,747314
1655,100226,293730,613861,230882,457841,319924
1656,294052,169627,307522,662148,666949,246323
1657,434372,202767,248813,46889,365874,521741
1658,205812,691767,571759,518821,602711,112338
1659,737140,215670,204791,342822,723111,389748
1660,430777,734979,444732,424385,471286,414852
1661,448084,565623,180371,305182,359886,589471
1662,737056,171819,735332,146419,117707,59626
1663,625293,289198,277923,414608,396801,295795
1664,81082,227254,193623,392028,192169,86214
1665,618495,368815,147988,268599,341512,468171
1666,352612,627151,2191,183595,416830,408382
1667,16763,92155,641883,523589,83761,5639
1668,550388,191870,4680,448102,8776,621531
1669,157355,607456,507396,242236,510260,462522
1670,534723,96429,131708,443189,716058,457282
1671,255453,158695,334304,621494,723245,421127
1672,662869,375416,515998,75156,587259,544830
1673,257165,739416,82140,367985,218368,181113
1674,593402,166647,277868,660988,475980,648394
1675,418662,451125,682589,509527,291388,720002
1676,131481,650459,477136,639037,717639,678234
1677,692360,611797,92826,672097,555388,548658
1678,723983,105284,377253,520327,421330,63972
1679,490629,591721,32175,307260,484765,562181
1680,581792,560600,412666,214922,430774,17753
1681,200799,324272,23757,524891,340154,85877
1682,549237,713964,15709,423276,127156,597612
1683,481207,588703,667811,123417,77,525403
1684,32069,282540,425286,109010,150737,340776
1685,229014,22706,310606,516194,382267,360661
1686,94484,147542,579801,454328,254801,561021
1687,574454,695837,595311,363103,462151,137517
1688,366317,421321,374774,294499,120453,324490
1689,42281,727932,267906,275906,105695,212631
1690,445975,398809,29317,669335,522934,299076
1691,27454,545304,203414,208884,589623,305831
1692,78805,479911,473925,20608,273301,171232
1693,628970,699921,220042,660128,71571,353189
1694,716386,17621,491742,718053,262012,493633
1695,26671,628013,449500,90725,627430,454371
1696,251387,467011,269478,23227,554000,619183
1697,59655,247786,653996,717727,468901,142101
1698,591349,59620,229537,498271,342045,722110
1699,11261,413838,572369,134396,549720,83277
1700,419655,676903,80457,157366,603090,371217
1701,575528,547955,645433,706422,104215,183696
1702,183987,421493,305020,10456,255536,572272
1703,288720,315745,294576,241357,451095,603807
1704,166223,621530,94459,293876,123019,102458
1705,298508,343966,334604,526763,703349,68627
1706,126629,445070,184281,472075,47977,512593
1707,409130,78302,710353,365421,557442,116538
1708,220705,168757,615743,382379,613008,644861
1709,486157,165500,724772,2518,415519,575959
1710,74731,682063,233099,356142,605381,400236
1711,693415,367773,120717,84062,627308,229022
1712,302500,357540,205701,151133,296845,80564
1713,397109,140944,166712,111932,200917,585134
1714,198701,539194,609434,600446,187415,732766
1715,508175,691546,132801,715514,719820,396626
1716,717286,108775,438023,181691,521329,194142
1717,338202,264758,228557,312597,690622,297540
1718,646574,688621,724713,643876,539248,542116
1719,649601,302580,135767,447208,704890,523665
1720,742582,327728,38287,721147,346660,272563
1721,151074,172322,354148,186352,395836,78021
1722,403094,629634,428111,116631,458532,480869
1723,610520,334934,128489,541022,198282,422138
1724,43174,488575,474985,483838,44284,372628
1725,213640,127380,544469,348444,173827,153378
1726,50819,712842,410494,349122,705463,161291
1727,211904,634304,37991,382161,589526,121415
1728,84982,495028,544883,331493,564885,554849
1729,592621,578256,256452,36483,489543,710397
1730,541526,105445,581647,528779,142654,618371
1731,39920,101787,497861,371857,700187,731642
1732,10649,150270,230157,28287,205484,57258
1733,242406,154046,684214,205891,140640,108940
1734,155532,6842,549159,667320,740375,150308
1735,580762,491034,307293,61333,307276,588497
1736,12152,176871,77054,150610,716611,336835
1737,627408,547321,562253,272363,568787,177524
1738,412804,648686,225649,44698,502180,551150
1739,650056,532906,630332,57564,577759,385664
1740,153119,102829,489026,36472,576986,710427
1741,734242,707762,701805,295727,596981,1683
1742,662091,546373,347995,572212,396555,469554
1743,384447,223590,285026,160394,228625,696203
1744,669535,286922,544542,308315,638849,563457
1745,472235,416315,440158,374343,555116,723573
1746,549384,563573,733795,546149,389445,83839
1747,14112,738638,498951,688705,478900,352620
1748,141470,50691,539292,623166,231265,158633
1749,507610,141238,534515,665052,191685,340856
1750,193496,67954,390610,448757,349645,657884
1751,180556,287048,309883,224771,134801,141832
1752,730979,432315,421162,212127,736259,713217
1753,135684,445834,168806,405115,361041,204577
1754,396920,56908,343460,597259,655493,78104
1755,189539,690122,579814,36161,375020,587079
1756,294412,677345,43194,65426,122247,181524
1757,584736,578281,14308,1289,259174,536144
1758,618083,309705,600417,61200,181420,12226
1759,196815,55091,114275,682309,49118,477925
1760,459135,480930,337451,430259,261037,99514
1761,586160,577635,363596,455911,361518,514407
1762,499041,326222,156895,211526,270615,302928
1763,367715,226143,26757,745438,613876,678022
1764,424248,624623,179004,242318,748341,542506
1765,224896,298679,306563,581674,20059,477705
1766,526532,387323,495820,468831,642006,173340
1767,698516,95320,284238,414650,171175,129529
1768,657357,401986,686524,343596,488235,317526
1769,176034,302833,725003,525808,447385,139022
1770,365973,55808,103682,595651,57465,526549
1771,685874,172462,628824,746936,746321,26694
1772,651166,184586,600847,194203,559974,36060
1773,492657,628157,673543,322460,113161,677217
1774,1641,387381,168686,43863,126170,680480
1775,648373,701571,22355,555052,275819,517545
1776,745742,703098,686471,89882,380752,203119
1777,5454,670760,867,554774,146671,18124
1778,58562,703732,342971,547292,678457,368254
1779,582110,132126,164704,521345,395984,438989
1780,637939,498961,230183,623032,264111,519568
1781,335459,217891,1612,245645,249052,337847
1782,91839,125018,583971,163261,617412,379039
1783,351113,728152,585548,263636,597520,35908
1784,485046,551871,194901,485201,128236,257254
1785,113841,404735,615767,313184,485750,168397
1786,469253,170353,518984,665153,386442,111724
1787,414816,429847,715829,52433,724501,503948
1788,362273,19587,436907,481749,665988,113263
1789,85450,261176,460520,467043,180487,484703
1790,582190,451855,145043,288336,188366,351457
1791,667224,686420,16797,495742,168253,588515
1792,416449,40237,532456,422552,533917,94639
1793,458901,332913,242730,725998,415846,248468
1794,551064,189730,540494,22028,311463,664596
1795,72898,426170,58555,10798,317144,737343
1796,108794,542352,296599,111539,165890,725524
1797,13453,229977,620232,699330,412230,666943
1798,605388,417960,201249,609740,626282,233147
1799,622128,592871,735782,746074,513240,91775
1800,693962,201308,68735,261648,140994,116545
1801,72313,718315,152702,216252,274554,303188
1802,150504,94261,539763,672422,246919,451850
1803,8314,706873,22730,628801,224625,635458
1804,252602,167959,622136,483472,519268,61100
1805,467988,27493,40923,351643,461982,459616
1806,269853,357841,320647,537993,581687,424025
1807,484656,203584,72307,580643,645708,658794
1808,728100,192410,659274,515552,454978,575006
1809,207126,279979,533902,37213,565711,236741
1810,136047,16935,458903,418631,415895,471105
1811,717457,152168,133236,608566,214261,277777
1812,488690,384983,691890,634084,116924,648082
1813,301590,701409,735171,512584,134326,112145
1814,741629,493865,168888,299561,548044,175884
1815,297039,161014,581605,259545,582234,503992
1816,362085,321861,15903,93361,616437,631969
1817,39812,579016,570955,83154,326820,528694
1818,189681,702521,72599,293047,182960,629006
1819,280464,500222,33467,123401,542608,242233
1820,520489,516218,204301,688870,277400,74175
1821,295454,21720,106090,665632,79280,141539
1822,413601,602252,185257,508581,536726,321925
1823,188301,208505,366054,625504,454454,161363
1824,490476,375011,38975,303507,737727,75239
1825,244789,648275,187030,85242,265213,558415
1826,586430,9526,447702,432458,616742,735647
1827,212266,220145,711206,723198,153987,514600
1828,557766,375385,640947,369950,413952,748596
1829,483876,478653,124215,561108,108075,534196
1830,672828,358947,535473,63242,260474,643549
1831,574798,412971,666981,30400,590075,136033
1832,61797,617629,239999,418779,16668,676444
1833,365069,188818,486092,651642,685871,350939
1834,51689,442452,274808,443510,159194,98235
1835,164093,128191,241778,594455,739293,137206
1836,581665,243428,391570,744440,43705,567937
1837,186556,400808,317032,114865,640621,597913
1838,312961,212316,132202,17739,685212,251774
1839,23918,362874,685669,4199,746173,636725
1840,656684,104953,168381,365120,397421,60926
1841,89609,503462,657064,122264,211742,570746
1842,580961,697884,113959,282418,595740,268145
1843,491237,323169,210306,708106,93293,142434
1844,176263,324067,568184,186007,258418,93553
1845,656519,36446,207288,643091,564291,298771
1846,359021,395667,179102,348194,635137,418510
1847,501714,484294,368916,156418,160707,723597
1848,127029,390526,329140,110102,244592,268343
1849,165980,478872,191473,144664,443415,538389
1850,28273,659283,497356,370227,59144,317959
1851,562706,243657,249079,334869,616972,262043
1852,346963,524307,220125,596020,615337,459131
1853,425594,593305,229960,115120,399896,260043
1854,451294,577198,52086,108425,465834,477771
1855,662970,594460,119011,530223,652171,662027
1856,442825,85671,474199,361059,251048,636873
1857,190122,631927,307724,473602,505073,366789
1858,371102,109946,211073,213199,374163,742949
1859,112047,292137,651227,310408,24093,622844
1860,21306,649549,158728,282240,342137,712881
1861,322382,209574,213951,441020,533714,598090
1862,559387,387692,505933,565466,724313,148367
1863,233194,257145,316421,746005,156526,504548
1864,197302,619675,616393,157885,720960,128553
1865,482582,256577,698922,468787,381000,285913
1866,180422,644490,483860,283511,307567,98418
1867,662954,699615,335125,16538,734343,404357
1868,340366,617952,509137,149592,117335,225942
1869,412298,596642,301893,589667,619007,527969
1870,8272,546154,706814,327055,620094,46
1871,606583,72011,327547,63646,406928,587149
1872,585010,355736,722419,146131,259403,730353
1873,141387,54164,45373,703554,211852,423799
1874,428238,319615,515347,726636,575236,118586
1875,170215,149740,142538,474871,704334,458210
1876,566569,550843,223325,118947,445514,164124
1877,404415,420063,159005,320669,436529,500314
1878,499058,695857,19261,33584,444102,505050
1879,20976,555728,1806,249173,650369,47096
1880,553595,252672,638306,355695,622545,577329
1881,230217,249800,636178,707147,523411,37696
1882,211748,73241,515520,327538,602222,297307
1883,303753,220576,642112,731544,104842,68552
1884,365187,625226,43318,340291,614749,19075
1885,490517,529948,94181,675526,62745,182622
1886,258397,499949,616714,37995,124571,725223
1887,622909,225892,530198,110820,258610,728769
1888,249827,51331,140058,565747,371090,659304
1889,111103,685156,597406,196365,66690,381959
1890,518978,46654,580736,91847,216023,553271
1891,475546,122079,380882,256848,200086,519379
1892,685870,644337,554629,435462,578784,582752
1893,698402,440922,33485,605144,268518,374071
1894,570134,459743,437394,428419,424249,484662
1895,643522,60001,68074,110288,635481,418925
1896,652400,77041,41151,722186,435109,14761
1897,516347,293048,657423,3663,280079,460349
1898,93771,615295,485849,641997,487675,229628
1899,587689,594348,597059,662016,414865,480343
1900,60766,58869,690326,662815,244618,613824
1901,430344,663602,515095,90826,158054,400515
1902,700819,189353,267743,527958,315289,29803
1903,404316,122915,607731,231214,261669,571140
1904,105630,401174,204169,522142,606386,449942
1905,436032,376274,88139,353523,301981,300967
1906,484099,583665,28566,389998,99963,454283
1907,610831,307459,262963,295946,194704,391843
1908,534743,400686,188195,20193,722394,246767
1909,670446,654510,295731,225415,521705,555215
1910,148838,447641,420670,444633,67283,681347
1911,232214,481800,217414,536629,549257,461504
1912,329807,254721,257687,380448,63552,622337
1913,279122,354329,741002,442254,289431,689234
1914,645417,514456,532332,367525,334013,290696
1915,706764,222554,185526,565919,177603,531394
1916,523330,373612,715974,698293,418226,644286
1917,334284,298855,403248,385999,591657,97059
1918,337868,51890,401309,317852,60376,264806
1919,190577,195861,343054,746788,246039,539012
1920,260228,103031,698973,639962,689312,689948
1921,251108,714427,523362,688131,466506,31898
1922,282108,26165,583939,499512,242618,272589
1923,514330,445951,743076,461136,371384,102268
1924,597563,12661,597453,253866,219893,454812
1925,445151,531051,657420,728605,406803,225840
1926,616798,556635,209299,165694,637289,272992
1927,515696,701862,374300,334149,401992,731271
1928,508162,396026,87971,512310,166808,689068
1929,234198,569054,320811,403068,97719,477735
1930,528351,512091,698730,14968,59428,693921
1931,481397,312789,675690,291970,702393,416737
1932,724070,438438,197693,72235,631909,314249
1933,283506,20636,162679,576514,31497,657665
1934,719910,457732,276999,574301,690790,111944
1935,601102,262970,702949,570227,132405,208309
1936,511602,586662,683380,74139,322332,271353
1937,153436,622658,119747,231246,455507,503566
1938,313963,318527,588255,505336,384402,706073
1939,272941,214960,707611,545316,217180,247133
1940,147748,721108,524946,179774,531879,395177
1941,329001,205302,648793,300854,91829,543484
1942,684095,523834,674559,742691,351236,623231
1943,470424,111249,508971,162156,266622,187406
1944,359028,394424,228765,703338,342022,182634
1945,102586,230498,639827,684445,658020,540878
1946,300373,628131,728712,309647,301778,126164
1947,411144,428348,365564,246441,537908,743663
1948,486180,683386,133352,453930,192436,681455
1949,699027,109413,393966,243440,69554,688479
1950,80660,120836,261328,629894,196015,73114
1951,61133,458242,686094,581925,426959,64052
1952,736425,514876,640856,183166,393500,12348
1953,168267,239781,395090,277420,43989,195655
1954,215078,431451,418735,393639,400063,40714
1955,105624,185404,546479,158077,460194,675998
1956,671216,493804,544291,470685,534389,301507
1957,221458,382809,474217,167496,493980,583606
1958,42995,97585,355701,728886,350188,333525
1959,570804,372970,192522,200490,84507,542558
1960,94981,214111,48880,169453,547360,391917
1961,290820,377621,308622,328279,557756,200835
1962,525299,661817,289172,32450,371620,460725
1963,471245,202013,452365,151497,30180,381638
1964,500188,433989,66001,332648,598850,474902
1965,610587,314705,638965,481453,479596,223813
1966,162622,602144,63573,213363,360491,42729
1967,288624,60190,305329,17472,527965,102378
1968,545878,708877,381610,434703,625955,244723
1969,587313,470997,69591,131589,555623,627054
1970,347744,173927,607964,136103,123108,663074
1971,51263,484215,687434,312659,172907,275918
1972,563680,307760,647506,16918,347035,553692
1973,205019,125042,508512,591273,149355,586290
1974,414719,553568,447627,361771,560720,358220
1975,324681,460889,247143,237846,245164,521619
1976,494216,57596,730305,633562,344614,379331
1977,434238,73911,289452,276542,286498,559260
1978,306320,141220,676990,531563,276771,126400
1979,303010,464846,524687,615641,287003,623134
1980,198534,21154,524349,345631,205131,497447
1981,483004,456823,594647,371128,488711,304106
1982,191577,710195,744035,644001,729694,602419
1983,470623,551595,729403,461995,475608,562246
1984,211723,178452,154028,730562,390672,419005
1985,122711,637451,91960,449811,50759,41723
1986,524901,193478,413699,558470,267259,516843
1987,475961,104524,499077,83200,487002,42182
1988,562468,518950,533871,152232,329267,459410
1989,662797,377430,472666,528817,527587,48821
1990,701528,300698,737425,366592,160133,731423
1991,260116,372864,120621,589483,593353,285915
1992,570655,716306,419001,230537,79651,500109
1993,392441,82130,398909,445714,400759,286271
1994,165688,502036,255320,406885,469257,596465
1995,451427,344702,316017,20509,433038,440475
1996,8392,501239,48163,437176,49277,451303
1997,6040,44321,675141,583990,91263,512322
1998,491618,611973,350605,615637,340973,371605
1999,692138,740918,432750,674202,734389,38777
2000,573655,83578,225978,56163,19140,57327
2001,730769,176242,522088,649867,375820,63824
2002,470375,227695,158689,373610,73854,683831
2003,445368,733522,509375,671537,151971,125402
2004,518144,113267,685104,69030,518492,303139
2005,497332,319439,22957,674646,364232,46044
2006,728343,161791,79093,124412,491285,603953
2007,17903,589764,367685,469961,698529,556234
2008,226581,349273,390769,150651,476422,404159
2009,138319,524520,236457,731123,26370,671484
2010,190287,642461,16209,29385,237288,593754
2011,547709,22587,280898,232477,694359,28323
2012,724475,530679,380485,116488,258857,383213
2013,620604,730725,734148,216339,670242,149406
2014,369185,384726,328296,580335,274646,83580
2015,572757,106185,483149,394310,648493,286659
2016,560808,360706,633232,244367,63881,625701
2017,728832,387082,694913,271286,625408,239535
2018,477654,382024,129035,447855,555258,265706
2019,97265,591145,503540,652970,627801,203429
2020,615683,661798,432351,239133,547447,536974
2021,140691,247469,248478,693859,21339,78760
2022,558725,647815,471354,660706,327106,723218
2023,734068,234669,29895,104818,183194,131973
2024,463021,729360,606469,642346,8010,659406
2025,192454,278823,545866,388436,420188,430507
2026,616999,233717,355700,381888,440333,303381
2027,259557,528596,244272,575286,671205,376699
2028,471459,139437,681817,56726,282611,187387
2029,343729,715413,441357,483110,6671,199237
2030,144148,697830,639002,728398,42969,457276
2031,678313,324915,561818,519360,237780,121166
2032,631483,105122,235886,524577,366920,336463
2033,730501,119814,738865,587843,660808,678697
2034,115030,583325,207207,121198,281250,202692
2035,265181,206437,109005,11502,79251,638721
2036,737993,624217,264530,48076,6331,122840
2037,154284,576451,460790,665512,296617,120869
2038,512562,666880,125975,269544,104738,319496
2039,616815,610168,628244,98362,624927,162778
2040,335651,630112,334581,683565,597683,391402
2041,243094,102754,449387,211381,153501,542381
2042,307310,284601,670877,200012,104460,273195
2043,608375,582099,486428,354340,283224,444265
2044,220482,496044,169649,165532,184193,381197
2045,317284,204108,211948,84279,494824,255695
2046,627989,591123,91214,476556,59033,349781
2047,435614,125890,288945,679544,305048,528428
2048,203173,61439,239491,680921,242652,550687
2049,55822,582488,265949,349613,126394,158700
2050,498136,451149,578065,51470,471529,441859
2051,396740,568325,440329,639269,116442,178525
2052,643218,334813,166992,575616,548646,388076
2053,285816,620497,397887,311147,234268,295011
2054,155385,382849,744239,436030,9650,661438
2055,286616,185963,135439,429732,588854,490487
2056,69160,431286,68962,624241,114550,244488
2057,113470,693234,552611,548878,365549,10222
2058,647816,242438,443599,609786,239725,497521
2059,584605,384224,335807,683216,495718,97899
2060,116882,255915,194471,652875,227996,439044
2061,149062,84600,287856,308241,74279,402929
2062,661267,13161,127344,556897,282473,102835
2063,21764,138505,478009,78410,351191,427689
2064,136265,382372,717631,578878,76445,731890
2065,104238,698653,118050,103233,253930,108342
2066,177372,488081,529069,593387,151885,318970
2067,599253,186654,511680,169450,202507,73599
2068,451239,317932,99735,560617,356047,690283
2069,333019,744462,245920,678833,182588,322747
2070,74728,264725,557807,153400,23730,7191
2071,453650,688249,69222,679861,296490,339005
2072,221238,696722,718531,83025,153178,388602
2073,478523,253543,378479,99525,8902,203422
2074,692282,81450,707417,649302,99959,711912
2075,688578,505993,681694,99359,191902,211651
2076,252376,17268,179742,662736,23369,479657
2077,239274,421109,664651,11803,523663,629397
2078,410042,287151,84898,216637,502408,85934
2079,388525,11326,590937,374654,542289,259126
2080,286281,91595,222249,667796,594452,42246
2081,204493,192695,721194,379338,215572,146487
2082,247393,200109,329989,574223,161405,140476
2083,237298,531285,609708,67903,438580,183550
2084,197324,589840,715149,260865,513507,384278
2085,362893,33730,696075,278488,551742,96958
2086,37945,56383,481387,369519,52342,409221
2087,738773,703011,535721,531532,578369,506496
2088,53223,127969,455383,581954,225706,738041
2089,138009,25537,116049,132027,388982,268415
2090,163110,584879,33053,405374,359850,113142
2091,557702,121187,747322,441710,705171,204998
2092,465862,393088,638026,242273,127226,579699
2093,749094,637513,59914,324022,612629,367706
2094,32188,131968,107772,313698,411388,117038
2095,229718,596772,111796,564410,227435,474433
2096,448633,599966,229064,557387,288839,299990
2097,602703,105424,504335,641806,313433,290952
2098,398233,276606,164582,97314,319271,244009
2099,443978,641524,127528,166648,289199,499919
2100,177145,464994,37437,402245,699991,366969
2101,459784,283657,478483,223165,376790,288352
2102,669261,386555,661030,396498,57266,706654
2103,89025,270675,626075,57083,445001,310534
2104,662843,695311,285170,353125,619151,14055
2105,55121,107505,123304,140247,158160,117622
2106,417125,475859,440206,86892,241617,175413
2107,398808,137852,699888,105502,370661,741483
2108,544702,232290,426460,101799,216966,488619
2109,588358,503328,180988,679774,691294,424883
2110,618891,57221,745131,21632,734605,403213
2111,373432,669094,697865,688323,276060,264057
2112,605988,465511,663747,29897,555075,321700
2113,550541,344682,15782,679020,615184,490794
2114,539218,351202,663056,44298,696109,671129
2115,498169,138032,572112,698391,357038,632621
2116,291894,260199,711008,605702,50576,58216
2117,194947,100945,204124,477354,39493,141978
2118,386144,701709,252495,569333,87178,517511
2119,82675,420972,158261,264147,592257,101981
2120,457898,737090,575954,295051,486411,269301
2121,261054,295048,373547,242499,440635,717332
2122,470310,548374,541749,348052,295392,430863
2123,8135,76591,106529,607010,517068,228466
2124,615414,636355,96175,571158,391330,413155
2125,47644,332835,178359,451056,164133,713351
2126,187322,8673,21991,513733,181900,283113
2127,569762,223458,387045,185246,269814,460865
2128,636713,726465,636448,272994,607741,699051
2129,251293,327438,493357,558190,396037,722999
2130,161840,221880,709382,690331,173810,375599
2131,405681,534217,487076,358455,410589,320522
2132,515426,567254,108790,679772,253150,569941
2133,714122,395466,606036,352170,214206,236394
2134,715873,443975,111610,56120,385792,325102
2135,220159,114486,495996,731985,675739,616777
2136,734289,336403,640254,460568,710577,194244
2137,258690,124787,48031,368628,27411,180056
2138,267320,665694,2192,386777,447027,590954
2139,283281,588191,188631,334880,166020,488497
2140,121256,519695,573829,9979,297658,441857
2141,382653,93765,8607,261467,453736,619087
2142,584190,638546,607694,266924,246164,650790
2143,57051,346628,174167,134408,85263,78583
2144,203730,386619,624744,182903,266023,59063
2145,710874,1656,619076,562056,11134,301143
2146,669955,102837,119287,163522,53143,628312
2147,47593,602728,356585,567486,396705,511820
2148,295164,581541,263071,188302,637787,533435
2149,337973,513361,129159,519274,504090,641639
2150,259001,266649,333799,358399,571837,198016
2151,379559,70225,681498,706560,37517,587805
2152,331236,412305,218908,197170,300883,538784
2153,181470,409081,366518,720829,603875,162621
2154,360089,609371,459663,396546,476231,44467
2155,655728,741156,317285,390730,313141,316187
2156,501766,401355,115773,366773,159238,209369
2157,574343,621766,488750,441024,99197,102333
2158,315483,228478,18617,413611,730560,424973
2159,383653,626487,24960,662,424058,342135
2160,542497,434084,497944,189310,269803,550851
2161,390727,625249,187954,175132,218339,44546
2162,375861,28664,278240,246541,302230,125363
2163,589795,198471,36517,115807,24865,564753
2164,24202,216489,383004,100107,662557,730615
2165,666009,291770,154730,166555,160293,521717
2166,12483,400055,655729,8729,580310,291903
2167,140743,92353,601568,514772,80748,314017
2168,36073,74254,332732,188472,740946,723458
2169,279738,5083,279506,618309,130710,465100
2170,398763,255059,401795,669333,220713,517482
2171,600064,485463,552510,730231,404699,495434
2172,234081,292366,709994,394381,102840,291588
2173,663596,31290,255329,531580,407020,229401
2174,726931,190603,616498,369243,222858,101075
2175,693125,512338,625001,444377,720628,630505
2176,102505,551424,205085,604164,340170,153564
2177,397726,278301,213525,328372,353950,482477
2178,373571,270836,140591,49078,139983,108139
2179,524655,313663,455430,9984,629593,48091
2180,604447,148427,416388,652781,395349,290713
2181,713367,280481,123138,714004,568970,545253
2182,162481,737584,251685,472240,296016,541740
2183,603102,526207,54467,520695,12193,225981
2184,88067,161559,571166,563942,604024,146134
2185,700761,705234,437944,726025,102691,535595
2186,33759,294124,288326,531271,512982,155714
2187,599087,692519,588239,399091,224561,670023
2188,331010,684825,661400,251408,549808,428208
2189,730057,156589,96278,266400,26490,591283
2190,242079,619375,526799,177169,466289,740299
