,iter0,iter1,iter2,iter3,iter4,iter5,iter6
1661,485562,192875,447963,281005,600178,182653,592941
1662,583363,15568,146533,90091,426173,318134,554775
1663,185525,460583,452134,570516,222285,310586,559915
1664,554059,564055,391195,460570,382069,202375,170236
1665,632721,540227,493821,623649,504294,569084,491056
1666,184361,714511,597108,16689,330466,56777,3175
1667,684298,334130,410464,60353,705720,417605,249156
1668,709086,381035,485149,601663,440644,97958,231692
1669,529942,20941,415371,719296,698453,479866,252897
1670,654334,114416,672007,128726,561054,339712,24230
1671,665165,242960,65002,658232,292824,504688,612593
1672,447100,675287,515121,651459,380489,151089,34669
1673,169517,419081,628417,397390,344737,363318,237326
1674,190980,337037,708165,270593,399909,437542,143187
1675,695468,90788,412521,573836,400451,702512,142382
1676,130544,165683,403963,345307,229504,634408,542064
1677,583760,687232,551552,306077,417654,40793,189687
1678,597984,234759,345403,536491,152952,1804,509819
1679,294919,71515,235514,252655,502005,405154,329452
1680,271592,565923,616870,597022,2703,306956,194194
1681,439166,122799,628263,134935,688053,130049,718368
1682,632799,564138,564624,218003,16370,656047,640306
1683,383679,552028,58617,205987,168424,78102,1993
1684,441419,674691,70397,238964,306959,529809,615754
1685,680165,556906,607134,331394,75654,410487,257772
1686,405329,320424,132231,320609,461969,496445,227348
1687,673348,703474,375647,328768,232208,254418,300551
1688,126002,18170,302405,469078,457997,544379,167882
1689,646964,670833,689527,670201,167254,233996,708434
1690,263110,365472,607048,337581,555060,112898,36722
1691,173375,453354,101502,351997,483611,136591,64924
1692,336057,460950,649357,253820,332800,389644,299577
1693,394997,414840,610313,280528,75186,527166,96528
1694,336912,245701,362452,307622,599404,640343,246722
1695,704263,459396,401482,242861,418969,437830,704318
1696,35937,111350,510914,661993,341924,697923,634431
1697,166275,717126,535948,463600,707970,96470,465605
1698,322380,560837,414644,180361,714475,270981,279504
1699,262933,294744,107636,43235,510240,243392,258145
1700,425207,158441,129587,698902,382177,611818,16278
1701,339449,37811,704187,466194,542545,407746,683155
1702,249537,125318,190201,213245,486485,456418,557717
1703,491338,656219,503538,154369,281410,159712,530008
1704,43718,418280,156578,3645,338520,122417,607514
1705,309525,648544,677338,362027,333886,182757,553096
1706,204441,449254,402521,421870,646201,151205,293444
1707,433308,341181,695156,436575,339924,415479,180597
1708,209610,47390,547027,265581,502482,248645,370815
1709,644318,364821,600207,383791,122275,292031,432051
1710,9576,270602,626212,261616,516943,634437,42893
1711,70365,510447,89112,628821,694105,459473,128800
1712,506762,450319,666274,74254,559104,248404,366914
1713,662795,539347,210883,285852,671109,361376,533476
1714,463618,452578,93121,660456,396724,425084,8963
1715,355631,124060,328507,218164,75930,356807,554636
1716,478903,96205,571204,170167,388247,302672,277887
1717,16519,215379,423745,128572,81518,478235,625391
1718,355125,583754,21644,703977,347078,38093,722483
1719,105948,487801,436554,203887,693035,443855,150384
1720,355357,443425,131301,693501,182324,20327,116065
1721,600863,419585,408210,617706,512368,173550,568955
1722,319068,3842,442286,190990,481506,677825,196993
1723,94529,471767,618627,253180,389089,697177,462110
1724,50242,571070,231951,175433,328200,102769,313819
1725,226482,584984,504269,76359,492807,417268,558331
1726,205394,534228,193784,147747,365669,631967,442572
1727,687643,286493,605363,145746,571699,112900,114093
1728,690917,524673,13791,299906,173321,312239,205793
1729,173420,573764,634395,62108,438120,1184,622884
1730,402586,356567,272615,151775,210865,544917,202433
1731,571922,414059,368519,21098,175200,544459,269621
1732,229917,253283,573976,142021,659796,422286,367528
1733,474939,16,143739,514429,484413,144499,259390
1734,622949,698106,297702,251837,603603,150980,593968
1735,635146,259291,548020,717360,153890,528953,165906
1736,543034,444836,624553,586875,349224,224217,292656
1737,602239,719780,425617,365746,80401,98239,437947
1738,141756,534904,276752,313780,281202,187453,668615
1739,230836,394671,170926,211208,299364,548792,595171
1740,188873,637158,470776,372728,24281,92090,488524
1741,379508,276938,673095,501014,378861,242784,413461
1742,589541,335605,686012,607091,192629,179999,299757
1743,659995,156128,519013,121029,69213,552380,687891
1744,714558,168220,527236,86810,158239,710596,715321
1745,402737,138597,453120,152384,138117,654515,115973
1746,45588,160377,507968,638447,66643,704339,156582
1747,140379,197900,585503,78313,162940,55169,148209
1748,498645,218209,586197,523886,79670,281523,49788
1749,530412,677798,214035,615960,208457,183900,375587
1750,43655,586505,308645,644128,164410,18519,546869
1751,14860,490630,352121,552652,471669,329895,629977
1752,663582,711324,387299,122665,718305,477760,116780
1753,472274,125357,346696,439213,372509,289233,551892
1754,111456,292558,164025,224295,364750,575780,35300
1755,703498,506956,29010,696400,385116,333202,434447
1756,51859,379293,702482,538427,442700,677978,219169
1757,683201,418813,132362,194945,590511,299250,312708
1758,358984,386904,99869,288421,44009,261918,14595
1759,720709,76538,526359,118841,483004,222509,635007
1760,157548,201882,138322,383065,18779,102747,109580
1761,569347,137309,250482,376790,410886,698105,557632
1762,164219,145924,468888,522822,28399,525798,434036
1763,384820,381233,50885,662797,16843,64547,522348
1764,634170,541411,595010,541640,120055,20818,174101
1765,160131,260180,442701,496301,66874,2242,711537
1766,261014,401688,42639,200634,511464,452192,517297
1767,153401,518374,140946,343809,687371,608070,633312
1768,255273,9851,590757,130590,36542,176181,413556
1769,497093,663318,122543,70385,508141,491746,638117
1770,59996,309196,505652,606162,543729,557934,63483
1771,430745,594527,287939,413066,349462,520552,240218
1772,370174,132278,499128,533040,49035,569654,386189
1773,398706,429546,320261,213126,250095,659979,202229
1774,286977,425550,31737,108456,527324,372676,195840
1775,618324,134530,209717,76833,494971,362572,494173
1776,711744,546677,308061,138384,513048,158889,83608
1777,641712,550988,515307,213968,206024,60971,636718
1778,650955,19346,366327,389750,595796,130377,590555
1779,189447,124783,361332,202576,107998,234718,396243
1780,303446,346043,548572,46858,311106,69637,140926
1781,586042,73579,361158,677165,448691,236487,469610
1782,597979,19853,422496,482571,250406,199690,572263
1783,174553,317737,14764,266551,187289,145751,403950
1784,560670,645683,571621,804,143563,645227,386898
1785,649294,478998,669234,242991,690687,121321,110349
1786,692983,257576,552728,85986,11052,702943,711224
1787,254252,720600,53858,585524,44799,688164,430667
1788,68425,560412,58052,545081,553006,259922,452588
1789,62829,464374,680986,189907,324909,388598,166000
1790,528800,375637,397464,467367,611755,564017,141392
1791,262826,523528,477683,351327,613834,592456,186058
1792,324594,291103,183347,60213,16413,168137,84871
1793,381858,356623,609846,560682,150545,202530,141337
1794,263208,81253,418099,569426,609824,316164,614374
1795,566393,256656,676731,379622,244886,470962,278405
1796,535916,110127,139338,610662,322278,327107,620954
1797,507876,256163,629133,188980,184465,146069,357456
1798,520430,326994,368604,88393,573086,663371,181747
1799,652836,660083,64004,561787,466074,614835,659541
1800,655593,37982,308974,2001,572556,196721,385605
1801,401673,624832,624182,483734,222526,706435,686366
1802,11010,499281,280339,223659,222523,338645,321994
1803,492801,109906,591271,339456,279506,663684,490943
1804,456507,271689,503307,110094,93846,526272,630819
1805,66639,264350,392655,86102,671530,607107,270485
1806,587146,168992,315608,190429,82196,663072,425521
1807,13438,653068,188547,284786,307319,585834,32784
1808,484565,603511,195230,330730,194083,325550,99582
1809,632286,452586,651255,578819,531475,92593,488848
1810,350585,322199,338352,173621,147476,185434,171554
1811,17606,528447,181765,568222,633526,715492,23981
1812,29919,87756,382475,315433,582831,507972,571165
1813,231938,661794,610952,356965,114542,595379,681833
1814,5354,214275,8833,583127,505830,360554,99856
1815,602772,691837,356648,277139,92590,223585,107905
1816,133004,324580,126895,304075,132571,125896,478307
1817,385859,625256,163583,396374,589164,299093,80302
1818,239636,204554,136376,535160,139994,456321,278944
1819,703256,565803,164008,540725,421918,402583,581239
1820,170499,100412,615681,89097,565855,388647,485278
1821,409685,235933,420249,386418,272867,89655,113670
1822,478790,679328,528200,586784,298427,60972,451279
1823,51485,684452,673854,282238,589200,541595,459585
1824,557555,499273,294407,282989,13323,90045,505502
1825,202608,648368,108666,254792,162398,49059,36006
1826,435412,178650,12413,553174,388504,584378,82544
1827,12421,682996,425097,645232,387287,410703,591689
1828,418938,287337,88705,363943,276139,268225,136060
1829,706145,76617,146596,178940,246427,661185,196730
1830,250436,49025,87503,114532,674849,15390,657371
1831,185914,203609,296769,592616,26810,602165,118451
1832,385498,447724,12667,399728,327991,543499,668941
1833,627690,270124,433122,257574,448056,470779,43419
1834,123588,164274,707308,190258,615460,133714,656331
1835,174765,585662,676214,470443,349413,428861,97514
1836,67695,100050,22982,143228,653554,723077,601398
1837,277719,46023,119744,348097,172199,369402,17442
1838,268628,174889,511225,297877,147301,633146,489400
1839,554323,157693,425429,420556,583657,459709,257405
1840,183204,545634,610241,229064,208767,19281,672244
1841,475112,659868,165263,386424,253527,331303,3719
1842,497865,634054,191698,503041,565177,274922,444304
1843,127110,179937,545828,80046,686022,234152,446910
1844,352966,107611,256302,241068,323494,113995,608064
1845,692789,641374,396508,698611,269434,58871,39670
1846,279514,437136,26613,129926,107820,177842,68810
1847,320169,147386,661664,113203,98283,186765,307509
1848,373895,313553,160840,115710,326892,414964,509173
1849,349887,628650,348678,332249,357455,599667,682327
1850,174380,577867,663828,450739,403290,358113,650091
1851,153838,460261,503293,545631,131240,614826,83915
1852,408495,132614,94405,375802,296980,208462,707754
1853,286076,58719,551489,324842,246260,348418,460448
1854,632178,222668,321788,323435,82467,326133,689174
1855,671703,290568,13492,650386,353674,106611,192862
1856,201205,584646,10938,556423,61261,408812,688412
1857,495727,567999,592964,656254,384850,498579,406621
1858,178783,707268,375700,487208,116681,276388,372613
1859,186973,15676,710755,418154,689,441389,210527
1860,221801,289616,219227,182975,132271,559789,294353
1861,682985,350694,646846,275620,460352,3740,682604
1862,59611,32168,401883,548664,178384,477262,722061
1863,367768,421558,73440,206396,302314,15687,577847
1864,315792,291252,62956,599626,185201,419983,347721
1865,390444,595402,150717,332491,323607,141973,652050
1866,319456,216954,309988,390390,400961,15872,414297
1867,243829,80097,457906,193177,245879,472722,387331
1868,372089,645038,54400,25680,87217,653351,203397
1869,442028,680900,426254,675947,394447,71126,391854
1870,629571,67644,278632,390455,49299,334683,264874
1871,492127,697750,720348,364660,158007,298547,502617
1872,240017,27357,448205,305993,570857,663085,471044
1873,690954,46855,199674,57254,19711,501591,610456
1874,272,498428,382708,638067,508635,113056,160221
1875,609384,317768,27777,154371,661889,172917,101490
1876,651467,183709,349964,200081,440003,640549,406508
1877,432907,526964,389409,337925,193124,110503,75239
1878,273030,304832,81468,299055,706746,349790,178574
1879,54711,366471,348218,533453,167214,493527,539295
1880,149498,462907,425187,479538,14418,235460,33317
1881,549691,151965,658114,219458,633627,151972,112511
1882,132640,45318,414488,260137,609863,668538,213717
1883,243231,657344,100748,550899,230920,265738,376071
1884,466377,684383,563321,686773,87178,235309,425197
1885,120578,42752,175733,373866,407247,552991,299600
1886,701239,79974,138470,28130,604718,605325,511187
1887,515588,494373,432479,466777,256410,271450,637066
1888,499723,551825,114722,126143,459699,442492,170077
1889,386258,622765,78176,265250,558510,591994,499564
1890,279298,471672,181129,182611,497609,620564,692375
1891,551434,679714,374202,11817,614399,64672,563898
1892,682034,462226,14760,657054,384703,304181,64151
1893,649444,460841,131354,594353,360445,40942,493918
1894,718611,286788,11126,291910,213576,317903,522291
1895,317592,693240,164976,345815,196736,356423,557099
1896,680025,608883,534173,7524,564123,207463,17867
1897,423960,337311,202779,345819,501419,637384,35564
1898,366232,67384,157304,268220,242831,107622,74117
1899,704319,647032,629130,177795,719071,255442,201894
1900,409635,273912,426508,438331,78846,552310,25347
1901,28602,192979,474325,160884,241299,254920,81708
1902,332294,215598,651975,373174,435533,506102,607123
1903,614184,713350,626519,129590,477457,548268,209254
1904,195538,93871,269026,565061,443047,128045,112738
1905,133302,138790,155255,105644,645229,544264,513772
1906,587292,293466,678259,125987,695324,514871,445133
1907,7943,696583,182234,687461,415998,423137,327296
1908,319325,12249,395233,263653,544714,621086,354501
1909,704797,405035,271522,689433,267793,677351,395613
1910,666935,80654,221749,212060,232329,313794,253608
1911,514431,97289,674100,246557,426931,378100,286648
1912,57700,273036,694867,247407,148528,351137,219594
1913,64860,578753,378044,412001,607895,718185,233500
1914,594327,669840,235869,268885,38736,350715,319420
1915,693182,13400,402484,595800,329535,281535,401762
1916,690378,295720,647788,467563,27416,300237,666552
1917,597587,303447,386878,293988,546191,603556,391622
1918,34394,214906,312326,340602,46006,521286,519395
1919,508974,434946,489366,661562,471860,46205,560391
1920,74840,386532,682547,539014,5593,262744,694324
1921,326033,438205,416928,32246,475661,232501,368148
1922,545237,561756,484456,294955,195474,178397,488024
1923,302017,463230,169498,442524,557154,422419,391167
1924,519879,18063,139418,647529,146192,18974,369069
1925,549756,573136,18816,637323,76564,575917,347422
1926,403544,337123,673293,678757,175853,192522,443411
1927,451584,651100,209183,299539,647207,150775,168979
1928,186626,673222,144781,45438,82742,257284,220967
1929,138355,484862,421735,175909,135407,417143,71053
1930,328591,524844,607946,230978,361643,5736,572825
1931,530541,106400,389264,476198,544271,415950,625820
1932,624307,75102,557843,107441,669194,657642,272469
1933,75374,702571,482507,386547,652064,350253,7330
1934,345066,318762,671088,103125,314175,593350,358579
1935,602381,155502,664630,502503,339717,414216,250908
1936,348068,484766,164359,616846,688426,9091,178368
1937,665698,485961,625550,499344,651885,3502,330388
1938,227446,694980,719350,240491,652999,609843,670455
1939,90259,151394,651383,665632,378870,699165,284675
1940,52854,75311,96739,241985,292399,426471,479791
1941,572344,298048,560489,372529,449138,486230,658333
1942,445093,402454,232865,200055,307030,336125,14816
1943,98951,664222,178037,373379,681110,539975,572513
1944,105171,185757,311207,571641,126051,400506,154630
1945,422100,612506,205290,80227,223229,150278,623401
1946,696015,646963,211225,141895,61231,408753,425767
1947,47689,73197,659024,186701,56147,324346,657463
1948,48751,470578,471555,440708,323865,70445,43880
1949,364061,272785,99208,477759,391578,139657,21752
1950,429567,82895,590993,349128,604126,722928,181806
1951,6500,609695,300027,30574,706570,631919,433273
1952,571662,463540,86578,254769,257681,12579,461747
1953,558188,471539,329995,594292,331773,429445,574098
1954,3585,145218,718195,644774,330526,339537,623090
1955,584561,563605,255145,461636,140977,603525,341761
1956,527703,135198,72936,117415,439843,541960,390140
1957,701205,606167,99166,93578,661077,68820,489275
1958,307311,445912,141467,168308,370113,74951,595931
1959,666951,13602,98329,163449,422497,400530,568006
1960,203048,514100,25659,106501,388389,470924,693610
1961,670803,175265,39458,448302,697352,170747,63363
1962,3587,410986,278163,349820,565699,682484,473502
1963,244804,260430,40254,698859,442225,660071,656000
1964,635166,238565,398022,494464,193971,308208,335977
1965,600515,193781,345658,228320,224394,359692,559894
1966,615281,108151,505794,613899,62909,653435,203747
1967,405825,520980,695639,667773,169633,68152,385708
1968,33172,179531,537355,214820,132449,650662,377604
1969,200884,58394,103353,550084,313025,538073,128466
1970,404593,68962,182999,552720,53101,411663,250970
1971,129136,79281,223966,147612,518682,494586,472710
1972,388440,601807,591500,102251,172990,589514,364384
1973,215449,435109,643328,710783,592042,215523,387490
1974,295988,688166,311111,662382,514927,3093,460346
1975,539503,14805,294815,308922,675,152498,350725
1976,620791,673932,241496,677748,334750,544590,28147
1977,301193,570423,543487,331151,664453,470209,285424
1978,97040,588151,717183,409970,89148,131505,640827
1979,582867,242561,31763,95600,160468,579275,369735
1980,376104,309075,56531,161808,266123,331579,619429
1981,669312,27687,47279,666753,686222,698961,198026
1982,111496,48819,651669,418493,26587,68269,424385
1983,541424,338641,538691,514996,378769,155926,587343
1984,322111,641264,121469,261154,616215,690985,606019
1985,487292,37527,95035,475255,321680,69676,533647
1986,598025,243831,404054,308418,17601,190221,136587
1987,597186,126971,539366,679866,437575,626890,21977
1988,281649,80860,461540,95377,519656,388339,580787
1989,459680,526998,300217,276997,204374,476686,589429
1990,388048,245632,251957,574929,222427,360411,273226
1991,272489,400184,609484,505795,31899,358719,56829
1992,456710,721132,415518,537750,374806,674728,77158
1993,51889,486423,122484,202769,699709,39867,216961
1994,284732,453843,507815,231482,570810,648864,637069
1995,489763,532496,101668,339044,8189,581958,268470
1996,227469,695542,146095,389359,275899,173496,531268
1997,652947,350597,186735,553938,683191,282296,6544
1998,489112,238105,164226,541271,346854,665605,401176
1999,13325,535803,661563,712864,677537,316084,619758
2000,19318,623724,688636,142185,30461,560758,525568
2001,390756,463403,332166,234204,378352,615720,392088
2002,370280,328481,362565,5368,230975,672191,656287
2003,691757,102316,695733,329830,77492,228096,392062
2004,560148,536969,35496,503092,231052,165013,349478
2005,705224,677777,103618,296158,320676,395683,517856
2006,52193,51068,108482,467439,591763,559311,528527
2007,145294,709270,266341,718021,651405,597757,651292
2008,424485,722213,470190,563682,681959,378343,124085
2009,596608,532597,345281,68598,666701,407128,552763
2010,508835,334319,665832,186584,415642,334864,594040
2011,557248,581026,44478,565658,456370,407231,310053
2012,144954,214681,672962,260768,608839,647081,432278
2013,75607,119873,468668,114891,467897,675268,677445
2014,390992,351183,335573,228088,270355,408516,520321
2015,181048,692917,607210,246447,248703,439050,324458
2016,267076,347011,313895,365005,111853,584577,95777
2017,321020,489932,303752,232030,544426,696975,179120
2018,165346,251484,439571,393833,73551,2685,144309
2019,679892,476298,173100,527791,524339,352096,86858
2020,368506,314307,411782,666267,216650,470340,416022
2021,265550,472937,234763,407292,404505,541623,450469
2022,619671,591849,222229,709529,275090,580402,47328
2023,5988,391492,414926,154696,39411,645129,683638
2024,459739,507296,514164,490050,711106,655301,241976
2025,261583,198624,95631,264652,508890,579221,62724
2026,57947,38943,463393,124120,276716,550944,211191
2027,57812,566287,186833,543246,402031,2425,47625
2028,695412,663177,112265,637245,486789,566026,667587
2029,110910,173393,492422,285551,658213,470291,591544
2030,525684,296898,690650,326100,301958,450907,193092
2031,109290,697922,131212,563334,412051,500414,21887
2032,678866,21795,340491,616987,506416,174229,143854
2033,285941,230270,650059,115915,693075,244651,543650
2034,706910,261825,360667,580528,229995,571494,166734
2035,175937,290300,657827,306061,63564,266903,228235
2036,192485,677990,440159,316879,96370,594820,454735
2037,491670,63500,214965,78849,683002,300964,225626
2038,32861,240819,685356,493687,282241,340929,698962
2039,188282,561755,67653,154548,672479,134862,715266
2040,15554,645648,425614,262029,509388,248575,490575
2041,590080,180657,153400,336634,151180,46315,103648
2042,94616,651351,568819,84039,638094,713304,117300
2043,547205,380523,638536,339327,323858,66252,553078
2044,662906,446672,393542,454518,664597,136070,385660
2045,42416,276758,312056,16311,704048,209423,550440
2046,69533,599904,322107,361005,541036,542972,232924
2047,277862,75082,121027,347982,612145,435426,297382
2048,678260,470521,462421,135640,705901,156767,664535
2049,696680,510412,612815,338091,62147,110065,236048
2050,154214,568910,503936,273435,245426,701485,319714
2051,98317,576126,484250,549630,338653,470646,119418
2052,663507,556997,370714,565271,248504,357266,145404
2053,607660,200849,481991,641193,362250,186648,90488
2054,475598,85139,494099,441928,343108,479183,251289
2055,493492,434664,204610,472961,492512,277324,81122
2056,345450,138257,219311,122544,522876,547055,685061
2057,650804,332097,355217,23225,598003,84302,506306
2058,672876,192645,659321,565082,664401,441988,495291
2059,442497,19494,720624,326766,208139,303430,141777
2060,488760,41450,281296,467356,503375,678381,498512
2061,273622,298978,474946,108930,75179,285025,515820
2062,592596,436106,482569,118390,584631,297475,127705
2063,29480,385211,119044,356727,297228,319572,599544
2064,371199,71458,111476,321948,520557,192923,77259
2065,355249,439433,590029,407200,384753,60098,704741
2066,122377,555453,67800,595933,420028,580117,443755
2067,642572,258072,587842,16662,550009,544277,674947
2068,101323,603272,621028,265037,635074,326559,16058
2069,280416,713264,153522,568958,668074,95929,691881
2070,683850,45917,257030,373907,505720,615817,290755
2071,640593,177623,423467,537258,550453,293094,281865
2072,663289,404324,501803,594642,137228,47239,93285
2073,701266,543884,514534,495712,683441,218720,72353
2074,556139,419317,377225,212318,103050,485084,28369
2075,213290,96771,470462,620944,260521,447453,694423
2076,348753,438747,540063,623065,551081,72347,180943
2077,328504,470856,301152,127977,54429,665404,178231
2078,681009,261253,604110,30212,344237,467562,261072
2079,95553,511058,43342,422620,481876,69473,319864
2080,489012,362777,381681,219172,314618,115039,186902
2081,34463,492347,135052,248230,272408,378273,2422
2082,521536,478674,334236,497960,216808,660267,379536
2083,514561,666395,12499,74308,660828,517506,54995
2084,614173,308628,350901,100698,76404,33200,669176
2085,627225,596757,56516,366701,21021,199027,148604
2086,552345,153591,432253,668368,580484,110554,122603
2087,167738,186146,390091,333757,427137,168386,290809
2088,642751,533778,400107,57894,647223,685303,229508
2089,153163,163031,418537,86136,647287,352899,602672
2090,46088,481329,139777,409050,11281,180021,281044
2091,714885,544553,234214,293300,581526,408115,503266
2092,89118,473561,194212,268685,201093,524210,228129
2093,467036,485889,513689,519238,449794,648297,709858
2094,539670,290495,82229,563854,561093,262321,44771
2095,98160,432965,93074,7462,5681,41137,266496
2096,262326,565749,333130,447717,84492,104027,224517
2097,261000,19994,76316,140616,474332,120584,223805
2098,410889,580007,22381,491525,326590,143633,200133
2099,4419,368262,642803,520206,71979,153292,551980
2100,215375,268041,529401,568332,207650,508805,19615
2101,482275,18298,21500,701407,428395,616671,325759
2102,342834,580604,243152,665411,76357,84984,555762
2103,455081,6684,554619,552914,240005,420446,105890
2104,5815,222729,153203,675443,667093,719163,501249
2105,7659,312543,717326,655720,674399,320053,528342
2106,667355,4201,353421,449923,555332,428638,652362
2107,339447,712320,139660,311600,153930,110155,220727
2108,610167,180085,293530,643221,9863,324905,277084
2109,640170,247811,669331,689175,34604,423673,322427
2110,8944,288674,553923,237373,689277,130044,8527
2111,439737,417060,458816,78197,199103,531372,176802
2112,320227,606847,656433,444626,643324,285972,3770
2113,201798,220209,106798,578311,56574,236408,480306
2114,543165,383410,330219,178465,187759,371358,722306
2115,136451,137740,620586,42309,589790,404284,58921
2116,323556,420709,220758,63267,19140,363851,363123
2117,415934,456194,214305,460311,151631,205066,67702
2118,546630,141866,617883,440182,438064,279130,47582
2119,429610,46163,411490,99503,708806,68711,630854
2120,553565,523755,720670,583137,146704,628278,254834
2121,529313,258683,304424,395050,544447,565184,546995
2122,65749,125537,57161,646727,2524,382829,722872
2123,166181,137792,255890,155439,55737,367631,581269
2124,311042,163732,356595,370166,192928,685735,99564
2125,255014,389339,698062,517811,311159,538814,427802
2126,578322,519874,468120,463527,692535,593397,510278
2127,474777,390594,152378,478515,357423,175079,451835
2128,54056,201033,285862,375350,324101,354287,6987
2129,101767,519878,212298,525462,499495,640608,554507
2130,644058,294880,497754,615833,293744,372971,73412
2131,494026,355853,553556,32186,27295,114826,470007
2132,641217,452277,224569,483078,125186,5397,312590
2133,44027,198125,567920,446985,220702,615453,138179
2134,128781,677208,137356,559459,38952,328994,6747
2135,349071,153960,370552,462311,563839,78037,49865
2136,187673,204800,445523,54231,186748,110561,539580
2137,502197,216683,29785,708364,571390,650413,339150
2138,548686,257349,161765,630346,271549,177843,302960
2139,646839,447551,627679,667406,161858,631740,129084
2140,559952,600010,453008,101514,353873,445714,582247
2141,252909,237086,446627,272515,57907,452011,426857
2142,636074,525212,11307,255739,44120,370791,693232
2143,184819,701937,145944,673990,470883,420488,299842
2144,592387,386557,508263,375462,153801,359877,149234
2145,36206,219331,96671,66339,220377,147778,306810
2146,494853,694575,348889,634806,72527,256095,637164
2147,521805,278386,630565,478153,343571,492455,289863
2148,631771,107947,93245,280821,681010,481117,288441
2149,41140,489965,589470,419635,493054,577891,394313
2150,286412,454130,222536,408386,643647,77332,209574
2151,605912,595316,420959,413200,497525,106779,350347
2152,596739,513220,721683,667508,482819,319702,653941
2153,329367,400061,651169,58508,205451,581752,307998
2154,607772,496912,705107,689643,485867,512146,319552
2155,614491,194040,74878,450340,412824,688256,296754
2156,552027,647283,548311,252387,526245,476028,224755
2157,468678,583786,318013,621429,415056,313701,374132
2158,115321,57129,714948,477537,385056,259633,611995
2159,270240,282002,413551,391688,325391,683868,204473
2160,30060,453141,218417,187872,227778,5051,346650
2161,522569,293010,19347,523640,101754,452189,592535
2162,514572,558519,641703,286385,240932,88963,429846
2163,265252,710515,5982,547716,544217,716264,339363
2164,649175,599614,627714,219175,374074,660539,415775
2165,478205,563674,82403,551923,425481,244208,8792
2166,572977,670746,212942,271920,187837,395652,155732
2167,607830,526437,625539,359679,173087,33244,191617
2168,60149,594520,497856,275764,122311,288994,297024
2169,642972,565939,95105,670364,697657,445199,490014
2170,114575,29455,651554,717085,175218,225255,307819
2171,211095,498526,637964,653996,305088,593617,35189
2172,190497,633202,185572,36968,25553,51608,493694
2173,42821,310582,648829,433835,129304,276723,12945
2174,322601,597233,397577,2608,260599,469809,55181
2175,465402,578122,78318,200649,662236,687479,673231
2176,22625,116708,180383,216294,523077,332123,375313
2177,204813,537959,209179,434189,693355,326352,654519
2178,195555,555303,173842,220946,583762,53672,580763
2179,404632,457210,31372,201663,180560,218343,463682
2180,209342,413228,440219,538545,605559,169303,94547
2181,519107,499126,360902,604876,391640,211234,501542
2182,232712,247477,169565,460856,301753,369795,656709
2183,375604,96484,206776,208189,242729,297571,474381
2184,516086,42503,330003,84711,201214,441708,76734
2185,702085,274122,206313,336566,419285,578903,112453
2186,203890,47534,209153,721073,499246,494941,453586
2187,91491,221646,174749,622175,365961,436715,577174
2188,256800,645949,26620,374133,357634,43190,223363
2189,548667,68809,139216,120664,444931,305938,157151
2190,281618,156340,317791,200238,37791,620274,8041
2191,310864,578409,621811,91503,265868,484610,173373
2192,179932,411365,637725,720669,172662,35979,420074
2193,558888,498581,603001,439261,525916,705313,555705
2194,72608,330152,420935,558703,528305,327693,519140
2195,264710,582529,179598,312124,163873,645729,82904
2196,79774,246457,536971,148022,122650,5856,268400
2197,583394,591335,462900,392404,154263,711885,608346
2198,717731,172872,432383,232268,311209,472329,374167
2199,21086,398974,244154,24572,88980,162907,269562
2200,308509,649946,392656,347959,669572,623155,668886
2201,4292,643055,207343,348532,581791,617476,580848
2202,665415,48574,285783,627709,289821,522903,569302
2203,522712,311899,468510,380590,345591,611144,414513
2204,194226,261701,322051,196557,195599,323161,539186
2205,100601,45352,72308,708296,502818,557674,80898
2206,286069,502222,432598,432362,370431,689556,244682
2207,239150,653465,525603,588047,287092,649257,628584
2208,522111,442408,50480,545150,50268,586092,113598
2209,456703,281901,65676,73804,106949,693819,27584
2210,14798,607629,485260,144105,472848,487404,107009
2211,468367,552154,287241,598707,433124,570022,498867
2212,615257,77506,647384,651859,257077,467119,489507
2213,141759,199275,260947,586449,654141,379029,328847
2214,602077,551313,536805,311038,619815,474219,325607
2215,313406,602783,461530,394773,419267,521686,527641
2216,5587,43700,352754,331758,328041,55303,226828
2217,553785,432265,224101,524225,662852,298533,348148
2218,515777,542292,188841,140772,743,286802,249614
2219,49347,168581,207814,600077,635415,387781,210857
2220,67010,358617,264265,462043,419202,466588,369093
2221,160442,264346,178710,676114,512568,474242,329422
2222,582298,75072,226277,480519,266159,98964,645836
2223,33742,161318,60003,381893,6191,218898,402994
2224,72637,580113,127995,320208,122217,523652,321516
2225,582594,418167,221726,276616,273193,427990,536002
2226,256300,614625,556256,455700,493304,107798,285597
2227,244422,714600,431900,118030,424255,120054,215101
2228,314879,584224,88776,192112,69325,358420,194199
2229,62258,436590,606512,493523,76141,9855,37212
2230,396622,223467,146744,361885,599018,354813,493194
2231,219650,684107,549213,452159,285321,496954,521352
2232,328427,680075,263637,616747,386840,443987,416896
2233,494468,420035,615973,343715,586363,600602,337371
2234,307336,282056,435626,257789,527702,77771,466819
2235,46506,102471,370367,240244,95043,126704,497460
2236,250541,3451,83419,289961,225624,44418,613599
2237,507882,324440,650042,650562,279304,475069,518533
2238,88404,24704,665414,480103,629357,400872,525124
2239,150020,58163,2267,45406,317236,99999,695712
2240,610212,681174,605390,609589,251823,100806,504256
2241,488396,97673,333683,43787,192317,540039,589594
2242,714620,277570,20378,584642,222037,63910,703034
