,iter0,iter1,iter2,iter3,iter4,iter5,iter6,iter7,iter8,iter9,iter10,iter11,iter12,iter13,iter14
1801,187053,477730,307292,567712,1190532,1384311,304728,528988,1430960,424760,1018494,523049,1462238,647637,67623
1802,872395,306228,1025591,883455,1405830,1125996,536977,1143395,1341812,618639,731132,1353686,1185469,848517,973662
1803,1327346,650300,560432,747858,670127,1111785,240543,47553,204343,1016814,1423375,513497,705063,266364,668815
1804,275269,456625,1443461,1310577,491621,1395031,1384500,158335,120604,549892,1460828,1189087,1305638,301980,1166984
1805,173624,190567,207954,925317,101032,591077,1185801,64322,863401,607392,1318767,804236,924283,1422364,1148209
1806,1056517,162379,693380,734734,43816,401758,373284,199420,241706,842777,1259991,1303515,1469046,1271456,602151
1807,703749,705908,699481,818588,498787,252810,779663,975612,1218829,771684,1251333,40454,320782,450932,378212
1808,888955,522591,498621,312635,1211401,189,608830,1437923,935864,556409,1369827,972074,386310,352747,871259
1809,50070,159565,318768,581594,197112,774032,1362156,685345,456527,1053191,794408,287264,1460500,1080579,1160140
1810,1113891,284478,1162593,1326152,170125,206599,1223825,624526,1434262,1053802,112018,282915,627405,553141,1355010
1811,356913,811077,683217,253629,1375887,279995,365812,41600,1277553,185683,1354175,301376,1470598,1374786,1155834
1812,1269618,213170,1186133,1154576,1346547,1350006,844429,134516,849851,388057,1400094,601352,705072,15585,188585
1813,1291797,1356139,1103886,980388,1409135,1130251,1368571,458028,561489,831958,1171993,560858,1271804,117618,865468
1814,989339,671124,1353908,281904,285933,1169752,387909,270654,1254012,1214750,526104,439845,59464,84513,522121
1815,18040,838614,696732,1126244,855502,493865,378634,3322,341459,930833,1044938,1365320,634285,160836,1156977
1816,309532,1351050,1450756,57323,849974,810303,27100,1059361,873283,708159,1093526,892093,1234360,1023517,834849
1817,1107547,221406,1125937,319785,1041310,851907,760769,327968,368052,1194743,896631,1210252,454995,1355797,1461208
1818,751374,1070973,901736,684672,70404,412592,95883,1374296,1381645,444264,51543,591793,88728,992444,655054
1819,785844,1365755,23760,1296868,599381,551535,1439952,478888,552622,763371,283763,859933,562924,953398,64837
1820,526832,342620,1249936,1432592,179158,171061,852073,937725,590324,838719,359859,234756,1282452,1138349,895439
1821,467468,1408861,1286197,63457,435207,1028731,176537,578017,55097,616061,800359,1132227,518346,680463,612240
1822,201632,710645,208455,130550,629961,644050,138356,517958,1352590,112999,665561,358373,111356,478238,965932
1823,973766,1042524,907795,122743,1445773,145860,1247019,944033,111887,978741,968377,1042137,37767,248349,811932
1824,469869,1380352,457246,155270,809197,179826,123713,508512,835893,244194,305754,579462,960329,1088220,334283
1825,1195094,1169834,1391577,931588,304514,1267139,77355,829876,618813,546121,233041,922530,10010,1082018,1278184
1826,1392960,1184748,1395186,952027,976728,1041908,746999,304835,1045026,101271,746764,114020,1075074,941136,1232609
1827,1405767,413774,503423,541642,246158,1466768,657555,108298,282485,70994,533631,1165336,889676,835894,790730
1828,659229,261145,1224834,17051,1232815,1116679,1127312,786664,282183,1166543,720306,1369911,942335,804419,522783
1829,586387,660493,1204215,187506,1273283,1122143,320965,1116482,802610,1326810,746378,636065,570538,618751,791705
1830,656477,323908,1153014,265611,1438066,840606,1210561,1150266,171362,132635,251444,160242,538340,1090034,342053
1831,776023,592831,51792,904029,922055,88610,392465,1027746,1278251,1309851,76606,304269,907896,185314,537827
1832,121267,1091323,244005,421088,258809,1343955,313096,826657,815685,445902,1300388,801168,356534,561856,449439
1833,705497,94571,846257,835394,1208486,178543,389001,519099,624474,1176262,171885,1092966,556561,930188,657662
1834,265897,890163,767662,492477,957976,635690,1393241,499745,206711,129677,928912,1271460,1324774,933649,149701
1835,965090,1398107,186601,375140,1470048,1065157,584456,327613,720589,1285259,1282704,653863,747500,841412,241853
1836,709631,916951,751445,760756,1032380,114563,293444,386724,690956,1063248,840320,586873,326337,633052,478211
1837,55321,533466,323835,618079,1382785,1013624,1283418,796320,1125974,1165894,1128321,392959,307792,509454,1220149
1838,1216347,1431254,353010,826628,391986,188363,324216,155194,936240,974856,63930,411424,1375711,1410945,1059942
1839,126092,417768,439512,155542,704343,991509,1413878,1258725,1193583,601817,874115,336707,79136,1115645,152017
1840,306270,1102115,1300631,613831,124984,23583,488699,882442,636714,175125,175448,619371,1239118,288092,446255
1841,675283,1308031,796376,1429753,616872,1413875,712606,122648,280891,407441,155736,256430,1352219,1191736,476
1842,294145,987886,1287744,1154159,1004370,1070618,1144809,1224686,1312848,214676,831560,556111,853668,438879,282280
1843,1251426,831163,487055,388570,1237311,893561,1345253,759610,1288060,1148507,242586,1197704,753904,615697,1060322
1844,743940,1368371,182224,866530,1074601,920634,961413,731551,205814,1340404,1137911,507618,217517,824438,1166961
1845,639949,390328,149662,586385,357265,797570,479650,956658,972102,970919,318000,419643,1135227,42308,731912
1846,1177690,110038,987158,735161,1145109,875291,1173941,731202,538751,1426706,826096,362228,867399,481739,444557
1847,1341508,695005,14355,1156267,1265234,407948,1235975,810628,1259305,181430,799468,1034007,791269,277256,99970
1848,917478,112452,774169,960827,428430,1279390,1170750,1105408,498093,1445192,38817,817792,1116108,1158441,251552
1849,342048,489746,131566,17074,1024799,528122,882750,1374022,1039569,565835,581388,495281,1033735,1156739,1200910
1850,637628,987175,708133,1357592,469614,577002,1390258,1036206,622001,718367,612534,1195937,36056,831203,674063
1851,534864,24702,357083,1055115,1343183,199854,105349,355757,350964,908681,1015204,1146189,211183,649205,1431212
1852,922032,585066,1043119,958657,1298057,1075869,510741,487837,237425,307396,74833,962504,1363256,613889,1319613
1853,1007425,1279038,102586,1442491,1205117,543794,962727,1068973,413218,109721,616103,1198262,1256476,693680,1406980
1854,278956,819990,811500,709061,1175574,381852,279757,940158,1061743,351094,661719,316843,852452,1220735,304605
1855,1269905,1437323,544648,1043163,1101041,975268,1055761,1106194,986657,658093,326872,1404284,573920,220270,1305680
1856,1444397,979417,1370343,194776,274410,544220,1128644,1256910,1273918,1320359,277358,917402,1341574,242216,84965
1857,543614,1133785,833625,111756,1280496,1167521,641751,511351,416329,1427358,432546,1387866,1347128,1067250,871505
1858,276198,1033634,960100,1423647,114012,1141360,1011725,795050,1220824,1071530,682088,1075562,181813,353092,362355
1859,209766,480004,891191,1011665,1186925,423990,280295,732191,1463721,991073,336040,474036,788344,1166379,1087011
1860,893612,365863,601301,60770,1113041,1279506,1211053,155044,864309,128423,696278,147335,1229237,1287631,452316
1861,422728,597603,351705,1316812,1320062,676589,1391478,1073073,889678,142992,1131054,1177915,1294541,775781,702212
1862,1091,924718,536991,714965,990393,299905,396706,1215940,1042685,142902,179230,953217,1300561,914619,76942
1863,270850,804500,394230,341562,71489,899120,756454,984428,912430,243792,854105,108236,131049,1296518,586487
1864,787747,468445,88807,132961,1047492,1451840,184255,1123097,551380,1100271,415501,568158,601182,915232,1261745
1865,734499,869906,378240,1162418,1023477,1045662,843185,10233,319856,900673,1450718,751099,347137,682517,276416
1866,647487,1017553,1333698,306369,128688,1195169,1153413,108882,1386748,1450693,318242,600952,289529,432762,439860
1867,362401,239367,607529,1325938,864170,200572,1045207,931707,1258144,1039885,397848,1357557,1087951,1120708,1159934
1868,258638,435626,788180,1311423,657955,959529,1154024,101876,1274660,844537,750244,1241693,1208250,1057742,750863
1869,156518,1415514,74066,254249,494840,1220695,1170131,335232,1052189,30546,1314382,1028350,510860,391701,539447
1870,375395,905064,685400,583770,1260624,883138,745932,1237943,224882,534216,1430402,152562,497239,26778,863872
1871,170326,1282315,941958,232369,263436,839967,167694,1445105,1144745,91277,572566,967295,440238,862639,1164331
1872,1268303,577372,482007,630893,74508,12218,1150481,337865,426839,730300,415930,1093697,1378846,303754,464195
1873,644957,842418,1191963,264984,1376677,261963,1322032,826726,1399186,264302,312672,193810,672007,729473,934766
1874,332487,1027029,442427,648284,1233790,731341,1220458,329513,1207359,951112,162469,348197,622944,285253,15204
1875,1125636,981023,741440,347359,1001634,274908,597810,115526,1458285,1309006,1278974,638669,936328,78890,443473
1876,64701,516029,890537,677184,1154809,1342348,129706,62853,407771,1063499,1263090,1131331,689387,954796,1081006
1877,1389779,1394628,436464,1039448,1031308,213047,1226111,448555,820603,1445345,549174,761907,1004773,944745,722863
1878,849108,1353466,347899,596336,1413469,519735,786001,1240030,1434055,903464,713607,576593,1364239,5146,212545
1879,156332,732152,412861,1228923,891575,1313758,56238,212067,828071,155183,848739,1442948,1263684,614063,873245
1880,884020,820087,1231977,820767,994825,706000,340645,1092084,1211267,1368953,765366,972998,1280610,152786,1279013
1881,587363,766427,631457,943877,1372483,34022,631974,243873,852860,711492,1448334,985900,748266,832733,661147
1882,641320,97814,1357355,322857,1108931,140609,335719,1232982,90269,906667,224177,959990,1281857,487843,1242799
1883,299536,1402078,1408512,887644,513283,591604,1018489,186773,824327,116280,1097866,724099,652610,1270272,1119680
1884,279274,933027,180724,864396,110279,91755,1357937,704878,759490,52082,153744,1279978,1283030,555589,405667
1885,319175,960519,655145,1362960,563126,85179,1169972,730550,38427,784693,727619,1087893,1387113,1344881,366411
1886,1299288,1081311,1272017,497224,708434,1232941,1019914,1411598,629871,1207629,530062,818242,635316,1432544,140291
1887,918414,1344042,1102031,529721,1220031,1444689,1359301,64820,881742,352935,629576,80631,498103,29964,969632
1888,641992,446931,895446,1189650,278522,774002,348017,1201122,1124112,300377,1231466,1449200,1289575,1086894,1379557
1889,1082612,194582,329925,229012,1250378,674510,154689,1252484,821358,836355,1090242,513326,1039900,378052,1074876
1890,1097493,581868,570536,1271956,767779,1381659,657763,1087158,359041,342097,1289688,166871,354916,210714,659596
1891,867243,191264,602228,1242475,263700,3162,1124188,1216691,1071152,1254808,437155,923497,888178,1136878,749029
1892,234836,1139494,1194601,178003,800430,1096523,739214,121026,850399,712094,690363,133117,1456183,1013699,1373033
1893,758981,326809,1340944,701896,756848,408214,945082,1217105,542550,188650,1416349,1224879,850166,75625,704907
1894,994125,847975,26837,1271991,126978,1424359,705589,1409674,12156,615628,545432,90763,589288,1129725,638525
1895,915065,1318222,1077437,64810,813747,760575,341566,185658,526351,306608,63478,1200271,625127,1217916,607440
1896,940753,522174,906555,1191014,59309,1056834,517113,999235,1404990,799176,285021,895121,772158,1425270,516294
1897,318755,790192,1020232,161367,146181,1283571,98735,1333499,887743,1085679,14378,807042,1466911,45641,1380945
1898,137168,865777,571138,507388,472201,1411305,161659,1263490,1261868,1218656,559554,873092,289282,1122943,664744
1899,1089054,295927,741130,632403,517143,1156505,1378062,729145,149027,1457961,79195,1470210,1410428,1215066,794663
1900,642800,274618,978501,746792,922016,1055736,1150831,582769,995124,1118146,20537,1296077,529628,828976,121461
1901,922273,1435879,463225,352353,591180,424014,633728,82833,1410464,1263155,1313894,321083,399803,289069,796299
1902,910701,790318,544663,1118696,705501,1194917,721467,123727,1020526,564527,103636,267998,1279196,238529,1351207
1903,1353171,435321,800378,1145033,1251955,546529,787282,733933,757490,155166,1197021,1026988,805554,1280224,1365335
1904,453740,974731,945043,1040422,713962,178706,83966,331726,281618,1454505,234313,247934,329493,288245,3353
1905,851294,93245,927180,1013331,1403529,384009,1118211,918696,377770,654403,785514,1050586,1393258,1044239,713951
1906,1228888,1339606,188056,895071,1216132,280267,1340328,832913,626435,678242,387204,421302,260932,304310,887061
1907,1281733,613050,1259674,1433117,1418586,640484,775345,337531,623247,1077259,585741,30342,104456,1404340,138677
1908,413916,952166,1240396,932757,366806,953562,1165948,320142,398949,357201,800822,1365961,859538,1411257,98865
1909,823375,1089551,1288029,987951,1102330,977772,523960,862852,1031037,1115940,312115,538067,266015,636587,1189170
1910,1140114,1263175,1449732,749191,39372,817382,471937,1003889,892432,768465,837448,1226753,1194364,1025257,134914
1911,1262949,402658,948060,1182786,558722,1400173,572572,729467,1035061,1054494,1298897,1227527,686633,1414313,862561
1912,1343443,1021705,1101952,272330,509417,204092,329038,1078062,1371047,1029453,1433296,1259074,1179811,232944,47191
1913,851976,227211,383760,52142,1191974,1217929,1237478,124060,1420757,193033,1309829,529814,1360208,636117,391180
1914,688565,663077,872744,96383,1392121,1102964,23019,15771,1025217,1471971,80531,791872,1403216,934357,841479
1915,984167,297567,1038608,1263165,1400084,138604,113628,1448022,520700,668112,1188881,684062,479938,1064967,247379
1916,1198265,1211922,1040838,245625,727907,675224,663862,5803,915871,818527,1090945,1033890,1048746,979071,390911
1917,69260,1389437,1148748,89180,837374,1144514,1223707,116146,955155,818653,1320019,1288165,1211626,1139846,889090
1918,212788,1388786,928441,131516,897656,808052,50913,104318,83676,1380062,1045203,383778,12611,1116435,1177710
1919,1239669,970771,1106151,1424765,226994,909556,684436,430837,899813,1056053,1242345,1438107,959020,931550,306700
1920,713747,607625,304594,1282151,454955,916888,1332957,551536,990313,740377,110389,898457,557111,810763,940625
1921,440087,541793,435278,792413,535037,1018903,251366,1007848,1218529,556644,219306,792012,907315,699682,607942
1922,256816,506719,181953,1288550,116193,1390158,106432,179622,1265020,984295,1258854,1199532,1103990,1038949,610176
1923,1403092,1022732,552044,779392,149047,663649,32278,158819,189360,877126,601156,48131,501959,868728,1120230
1924,755542,1088382,1023639,66031,692206,403254,1388420,1051583,1179144,611338,1030296,206267,848092,639594,1264059
1925,1279835,954780,578250,1237126,1111618,219337,538568,564122,756304,297917,1237894,408357,171784,1024793,1234404
1926,1353940,692120,153697,542573,525395,477061,1376472,241045,1256541,1026628,510637,366722,774627,990632,329988
1927,1132605,501017,250524,50106,623745,1242392,688345,744884,542689,860310,549220,178966,733224,170073,336548
1928,894194,1303331,640496,756902,350256,938218,152764,1418533,302448,1425754,954033,18519,893922,658518,608660
1929,1472201,1012435,1061508,1296040,660639,53024,309322,66621,421051,766402,742324,1421714,337000,820823,1398721
1930,396369,85707,946125,1373497,656352,1364743,840062,1141694,1224450,976726,1226736,130978,504673,445970,520166
1931,707357,1394939,1075846,428926,63467,549908,521986,807259,1224559,283444,1219890,416729,439733,823741,734250
1932,1097392,561677,1406596,2091,893416,865908,575201,507312,985850,1226087,122783,497929,1116126,167191,1101998
1933,692860,614990,119133,527369,301052,279291,427520,1279269,995771,573945,269471,1345006,173437,759563,252010
1934,1237710,562762,1265332,1149361,1070089,1121956,895110,1317259,950274,1439883,187110,432876,952046,998607,1053583
1935,376075,352176,1081108,264264,195656,235127,1262140,689630,295669,1314920,185320,1440783,861528,626848,583369
1936,631055,703179,893358,495036,673357,1468003,514172,429408,322593,26155,219062,1088236,1458429,1215061,939867
1937,699485,708801,921001,1320315,1241065,1178378,857860,955542,104877,1171756,1144601,1251429,1172328,904754,394374
1938,247856,235767,540680,281693,1015216,1339830,867436,26953,1024622,65703,247940,1105398,756348,121792,1382833
1939,1408739,212906,242670,614992,1073147,1245204,512863,60472,277364,620235,299488,872602,1270762,288243,349643
1940,438,339918,1071726,547931,32676,1270913,1127850,772608,531344,846691,551959,298186,1400897,1302798,1300752
1941,947469,443934,1149318,1428378,697692,1295345,103904,655191,340311,1276028,302972,168971,1104868,1417681,5600
1942,181458,807648,1117145,351470,486522,973179,949275,1188713,220018,527356,579952,627571,670861,606414,1204101
1943,1374759,354337,499393,553603,542725,83655,491156,327746,1087850,776175,403523,1407307,1317894,675752,1303595
1944,804115,118912,646127,90452,326746,596925,483049,1149338,1078027,518893,1294712,710153,1022452,304738,55390
1945,706131,1417497,221573,657595,849820,867415,551026,1343355,1194486,1293381,93395,241508,1377883,50567,557248
1946,1084531,1348264,898918,645171,575074,1326377,1176914,1264430,610350,891305,1192472,519208,728636,1084976,73369
1947,1170807,1453339,886881,779999,1244956,626612,901128,528643,558133,957586,818341,487345,1437100,1225994,369158
1948,756074,113585,610700,1395735,541030,112290,428469,367863,205366,844176,1129879,861429,168413,1081425,1179059
1949,712024,1192823,1456656,438167,928054,1190819,1249682,199736,1337868,1285500,1107368,1209185,1462879,879362,338822
1950,706751,799899,764129,1331612,244858,54715,1240717,943190,84596,337978,5493,1326951,1389275,262519,591473
1951,349630,752546,930474,1030281,435906,1465475,1364291,206477,880493,1471071,1042938,1336916,147574,861173,573300
1952,432784,205423,1044042,1036963,1422385,428529,1440292,96606,234290,1378459,1406906,952188,734554,830708,1330976
1953,903870,1154608,619042,793701,828714,1055244,1314537,284609,1220885,555117,792732,803298,442685,904628,379031
1954,351760,307108,993910,1055636,537707,223580,689978,191115,116400,1130803,1344670,1429637,1072341,1209220,1118297
1955,1042245,610031,1141425,1192231,61825,790766,1011887,382350,680862,850160,289259,1212597,692866,1364665,456377
1956,1428286,1272114,218312,749165,32051,959816,1207126,217548,99570,833820,694987,351158,910992,1174971,114044
1957,1340334,660902,323307,878088,1361910,133139,1156854,328496,404504,1457088,313823,979296,507292,1344885,493728
1958,1388216,993395,540607,1417184,239181,945897,1439151,598197,1003667,291330,858950,319828,823262,1143210,1457152
1959,1122782,1421715,1407268,75164,1289051,153279,1023036,640805,565085,133127,979167,633632,450454,19911,754966
1960,223477,916538,968221,659783,1191292,1224642,1450905,383577,164001,801961,344410,313274,106400,389810,63994
1961,786162,1458690,404451,1009781,507249,367390,1166233,49921,565792,838320,664808,278596,127905,224667,325856
1962,28313,945352,236254,1112282,823258,1467439,15323,568534,168247,247603,1071141,1218939,956316,1010831,396494
1963,487019,1101804,84348,355388,445031,196101,976749,441073,595077,331495,449309,783505,728058,520548,1270906
1964,1244327,886855,85017,752791,1427470,364823,900355,436329,852126,1082077,1372334,259399,822910,990613,1266702
1965,805179,65677,645417,479343,457906,380267,1334380,552825,365432,547704,990980,405490,224174,824945,87374
1966,1226646,130963,880656,995498,93979,114871,1244021,869361,323209,829071,323658,1211911,1336582,322673,347627
1967,50727,558542,640803,247631,296385,638513,750177,643290,1051547,633290,1047370,634466,1265401,517369,127214
1968,312408,668138,755373,1209692,655295,1187758,541688,828086,98448,214464,428210,1330254,1274270,412602,554187
1969,366961,444047,517521,634929,800203,191781,887460,145165,710018,738266,1017434,1145884,810726,818290,1218743
1970,183255,660590,686455,1207793,1131855,1354798,261289,1329962,411676,15422,1337987,1366843,935244,1391341,838334
1971,1187959,1451334,311513,209313,17458,478594,526182,1038704,719975,1015754,721464,76023,1162216,1226813,671443
1972,906728,129274,891570,1250080,276138,490858,251880,1317316,1329949,530486,159898,1213010,142201,1446545,993210
1973,982643,802018,864357,684898,720011,62268,1151659,931406,1373973,1000824,1097960,59444,128536,948157,473907
1974,360549,87191,1316395,1022709,421464,1328379,929354,173733,1224782,160972,587306,1173855,1408736,32975,657637
1975,1460540,35270,70901,717679,691131,504575,122894,685450,105496,290582,1192453,1021238,1323798,267861,48061
1976,1415005,78778,259155,1171759,672674,646776,277474,570973,40332,1081102,901663,1321365,473463,322933,28872
1977,1311986,296478,1435796,907486,130312,958801,1130952,680398,1293885,431238,923814,1113099,281171,1014748,1377483
1978,815283,237214,839065,433798,568034,1269826,1381196,470169,998593,219466,523761,273009,456118,1319655,424925
1979,1202286,1012422,75887,550750,277717,293439,116385,388104,301718,1145492,330853,67182,280665,1420313,814458
1980,1310013,1465471,492421,593244,48827,519358,440052,89010,56019,934008,453947,853950,361606,1025184,1406012
1981,123638,1062148,764518,119329,1335513,1248822,770419,744432,961253,556642,314533,1411467,1131156,1214503,243178
1982,456803,749670,1046694,292757,552271,1173840,950589,693066,142784,123134,321819,330157,457847,285088,1175956
1983,205422,1247575,857510,203009,1128660,766226,649109,614339,98984,1097087,1315103,102187,69274,662263,665213
1984,931373,992139,908439,413318,1242178,1472511,1112912,1134074,44982,512599,166290,98358,755996,575950,760638
1985,1276809,709147,491757,20780,1325342,796223,642020,746729,180380,1022553,124240,909589,1422095,1278769,351802
1986,435101,76250,906271,722826,305640,1450480,1174400,603454,1469340,376178,985643,835752,826929,1263233,131964
1987,1121154,1001492,1273613,644155,486408,281313,1146163,1243452,1027658,343345,542163,1450995,993223,548737,832470
1988,400435,1004059,176578,1111850,350674,1367042,1384411,1285537,477648,927759,468657,831649,431242,25582,1195614
1989,302143,760022,915633,756019,285478,1008965,199348,569366,623492,948919,657887,1379760,212867,1061981,733325
1990,402839,1159804,899164,259997,487174,434289,259033,742273,777799,435607,294975,829824,549595,87574,1235783
1991,421805,1185638,368870,1394880,7922,1394195,1216280,1104024,294167,217678,375740,795091,1293743,854506,132536
1992,1043188,1127923,1447088,755346,1127189,1267485,629965,188388,233407,1192283,478223,1101430,961579,414833,284972
1993,307372,148794,710180,1284984,547459,658522,1165060,745501,443677,1290536,1112820,1375224,732380,1236603,450015
1994,942121,422933,1057184,97131,578435,786353,871442,1169322,24869,834095,6580,426751,1160824,414653,1376865
1995,681415,121457,1376856,2710,225425,503710,933362,499381,414417,1191127,1091461,44952,996752,1068884,340663
1996,49036,970450,201680,1191288,720453,555824,667068,387061,1470636,501852,907421,1141561,789779,688302,247775
1997,1327699,49282,1045764,1418,1283971,1357341,11638,87350,1381626,997632,842482,318371,376775,295239,1264918
1998,842423,818810,871133,540117,809078,582164,1228431,471032,841030,1205752,691923,863282,445359,739104,1336675
1999,401078,1420282,539104,336335,720598,347007,1037400,588343,1421551,226110,1393218,1424354,463434,364504,1192406
2000,157971,1130456,68319,846251,1349608,69208,248057,655066,1121551,1046364,1344273,166631,55300,352579,379292
2001,905213,348531,146035,1082817,337539,236213,103072,1264176,1142959,857998,728332,1102788,1166927,71725,755067
2002,659279,1167304,1074473,1134834,763662,725323,992749,1364415,179253,1277116,165408,193754,858706,919598,688925
2003,1193687,1175717,590818,623407,1246622,208815,930397,381811,170181,994619,1095175,864709,210135,614181,774079
2004,1154245,751599,1136563,523202,263731,251577,543730,1206651,861693,1206022,816256,578560,24162,669672,741835
2005,365346,1433855,73321,491528,1344997,677042,635475,949818,1268936,1174746,735788,209818,77273,1042504,553600
2006,1065692,856817,1459629,296398,1269479,560587,424962,788674,539223,996590,48090,1403419,369897,410789,1231880
2007,18632,1222243,950885,770610,137355,682436,1242743,1342634,1439080,337315,995244,8802,1288695,882136,1156879
2008,1393542,66920,883542,846054,1290579,876326,1109473,1326636,63096,1392872,319737,374232,1199260,57675,711394
2009,1447428,291797,561734,1285718,417356,1244378,12326,1100115,1375848,417036,1188956,1239626,1450470,851634,352683
2010,726866,1219259,346844,667387,1428109,507628,1442721,1045218,1029805,991889,791156,310389,1161233,301035,386374
2011,88675,1373557,1254077,391555,922057,1432237,448687,5930,1315835,707860,484712,1462537,466940,710110,1018002
2012,224247,488108,271015,953916,693404,683518,56206,276727,1331737,724403,1076685,833374,1189202,788369,547078
2013,635704,107128,799131,761652,944943,847350,695977,891046,1080950,402164,176873,665826,329059,540819,844730
2014,1068755,1364734,751667,520971,857340,48564,1407603,750791,1117199,630803,686334,1285697,1081744,235138,681263
2015,435157,1283517,721745,1138811,446034,866488,170231,3810,1105319,258652,331106,931452,708848,132082,898884
2016,1214694,436265,112510,1000774,1392150,382560,1123656,612092,1173804,255881,910139,636417,1190082,1215733,811659
2017,557222,1417675,889808,943290,1079049,971514,247029,858292,324841,693271,1146447,1235550,987796,653525,192812
2018,111956,950764,763219,983313,1314733,162616,1463223,1107832,922339,358257,830137,683923,393540,219724,258656
2019,995515,1412936,16109,1350320,1430175,400800,1173641,196147,1150142,1362057,7086,1167919,851702,1413796,1040404
2020,753274,129947,638258,840251,287721,188970,916460,1287728,988090,1337422,936659,675264,900696,316715,792903
2021,258128,1130098,327103,1183597,1388692,1344351,283922,716611,1438376,1072441,300702,922671,287569,227484,1291488
2022,1105134,290140,1103355,411148,839318,1452689,744875,704532,264607,169843,1154919,1135340,729867,1223657,165362
2023,719628,1014618,528406,1399644,231511,90685,1440210,1099468,1157022,176108,182772,618758,386967,1357292,272595
2024,682620,237606,203196,986457,1412332,111980,1104065,235270,23184,941235,524715,320368,1204915,1087772,586483
2025,996265,920553,176609,595369,59512,613253,1045225,680815,1375453,1170774,121453,981752,463520,147287,895924
2026,48866,819505,504603,1124337,13890,230254,1023978,1112211,448309,567894,579292,1059679,1254590,198554,247843
2027,1428963,593661,220751,896368,926220,1101674,894673,1418894,6367,1303997,345279,817873,471264,74057,279522
2028,1184511,506306,510200,334413,1028235,1207556,466757,1147284,1288625,70552,1348918,106630,103030,336940,1141256
2029,1223579,450928,649392,148779,880289,457833,801497,1069739,1152091,1062786,418398,1191890,1263998,776234,321914
2030,369743,130832,1091211,628905,1011696,594436,754065,805112,1113317,244528,1388683,1373745,825094,814923,1420936
2031,1288996,1177202,124771,453549,640991,465611,551351,1429922,1067695,1255759,464807,350646,1183259,500821,1133942
2032,484730,601733,1450988,374812,1064849,796355,1429334,993385,179012,236714,633252,697058,1003599,1111471,102098
2033,1012239,699218,531464,558037,539633,841013,1382713,1345808,139003,171781,14883,6348,978206,1184334,395084
2034,1398524,93549,213434,58463,254581,813057,1304311,568882,230811,990693,137234,1412956,755683,948471,201467
2035,215125,620805,401335,424308,191129,1060924,62545,497840,1414386,1354952,82334,1036550,834574,519983,237898
2036,966418,702049,1148406,69080,703844,29391,795215,502296,1116818,350598,1163169,1070957,572761,312850,624102
2037,1210667,1259227,186946,833070,1324057,366533,945003,1103390,1294610,43428,996755,478228,1422165,237213,586718
2038,1269291,60435,247127,585051,800246,722637,293137,145452,164222,242247,246232,789348,188054,1409662,583075
2039,1207650,369983,200035,773580,1440109,574710,355544,128764,207159,618076,661234,730857,1271312,97432,1010254
2040,392630,1129734,1383571,1333552,1146683,263410,295276,557542,1240389,1365914,361915,1433099,454483,819300,1468212
2041,689928,371852,548595,1087378,915435,1049726,49503,973085,627923,636346,94153,567906,1011400,769936,1081889
2042,61539,1445766,768454,739644,1009096,362258,581084,701305,1186174,42937,1122689,1455873,791953,686343,267222
2043,128760,338336,894813,862446,1181766,487820,492138,1265641,1172750,1358384,817560,780180,542608,523685,1312450
2044,287593,1409493,937343,1387759,1309898,863338,836502,827213,978707,509405,675162,1246120,715802,542704,352091
2045,1154557,775832,27096,404597,810187,5567,1165530,505257,1160238,1415445,681323,558503,1270261,191211,986234
2046,1160052,1192051,228911,775170,1195074,592546,989202,70601,743109,9552,354833,1450224,68176,931506,1109069
2047,113517,204423,457452,582369,29145,901114,1303959,947694,425019,1076167,565820,1370485,1263832,1162319,501847
2048,338218,1149762,625464,875213,1264419,589542,1006193,1117985,814443,204202,1187905,1021248,1336652,1329340,507044
2049,1183258,330772,1139077,236723,874388,688030,398539,396035,1206065,1387324,127222,1090856,810016,86697,1241745
2050,207440,49852,83492,1269340,673635,1072352,583866,815436,490425,1270795,502033,849123,1308294,282738,219042
2051,1192131,914453,983016,342647,1294436,1364788,804417,1436545,155974,701927,276974,1408501,237390,1327168,979585
2052,315288,449111,59073,705367,599909,949720,327949,1030547,1303415,1037624,638052,532336,860317,224131,13780
2053,1163813,415310,920925,961736,847,158654,138990,1040354,185731,182182,230494,1385925,650729,614546,407278
2054,63701,70959,1210673,1358041,271693,184904,1099477,614304,230068,982202,1385108,1463744,165359,741120,213306
2055,233073,732530,1220155,66612,1465431,498450,548476,1460986,997388,948338,1137408,53434,91702,1138102,114643
2056,949081,1456504,1462979,907411,98849,1075187,892083,697881,725520,202743,1135545,842351,599681,1049241,362513
2057,574572,78909,100575,1097285,441765,481699,1249444,1414555,274011,620940,709625,758804,515693,934716,1121839
2058,606656,425281,183385,307119,538856,701139,52943,867944,687684,1215853,802413,1338352,501284,389354,1064297
2059,918513,208261,262818,714042,3646,195780,68599,743917,888645,1148136,1441403,1020886,619636,786184,594713
2060,806063,1264692,90872,901140,808427,51849,604508,1224308,1223330,128939,1029972,427299,1303235,1361888,400573
2061,779278,1408529,802290,888755,602668,1250097,830737,649171,344139,822307,506093,247049,1085162,1114856,1113059
2062,1081819,1319058,1270048,483170,1009823,1039559,722913,942153,537074,1399630,270701,422938,341166,512985,40549
2063,733997,180160,169654,1229487,274185,668759,1139971,142630,862323,1040179,781325,85682,1126987,24998,81029
