,iter0,iter1,iter2,iter3,iter4,iter5,iter6,iter7,iter8,iter9,iter10
5408,5227,840863,597985,532499,14808,1402458,736510,284121,22215,595355,665705
5409,725181,1319406,877602,366577,776739,675450,541644,926586,699969,1244132,133604
5410,983433,1208487,434035,1163560,1373677,283650,777350,899964,773228,576896,327255
5411,708946,834498,1015045,1440288,1098146,1230383,650813,1193533,1151649,61551,1282069
5412,593676,620002,1363410,1214496,967623,1116826,92724,376237,1263926,1096152,491395
5413,155486,651025,202378,216272,154792,739293,476779,48201,45409,1350211,1425676
5414,1251478,664203,355327,1143051,598627,1219741,1104069,686312,65925,1042567,143501
5415,254546,420987,89190,1230428,119320,913589,728783,821163,494756,677656,950786
5416,531501,883621,1234414,720319,347633,691947,1085176,71087,1298190,570756,1403151
5417,20585,568158,811871,307213,7293,985684,498325,234577,1085100,164839,204127
5418,914522,1104795,31293,834819,694929,821412,758285,1163790,190089,145593,1030477
5419,1154670,1311430,766954,269290,1413863,226017,841508,152662,649964,620377,1402269
5420,477460,1240488,731950,1306009,254004,726778,1121055,414019,311798,1375804,387454
5421,998275,1466990,1250812,335181,76186,1416717,642314,1189668,991415,390199,822570
5422,558202,786749,870870,379334,975438,327305,370538,769987,690686,415168,1120525
5423,1471126,370074,709181,130065,1007821,149991,533538,1316154,493915,654415,838653
5424,626068,748633,166590,1002557,1226945,481391,1394860,76781,935578,74112,293128
5425,846584,982614,888173,912034,600432,318419,798108,297996,800484,924185,1133157
5426,21402,78190,739330,645116,643803,192935,889385,150092,995944,510810,1220769
5427,218332,772845,506542,294671,591841,1270790,1286421,1041353,771241,552610,878437
5428,1072106,1376330,1069136,1037321,926594,98535,1456901,1205934,721261,534323,423860
5429,1439440,1384624,20393,283073,989761,689559,1457307,126357,1339143,896052,1166146
5430,229015,365136,825028,1463416,1195444,72281,1220093,561687,8291,1094779,1189213
5431,1131398,225723,755898,67361,263585,48328,44523,1110541,1152110,695680,336294
5432,1232982,913539,324251,949518,1042724,111359,1195490,802779,1048299,94952,578435
5433,587259,495514,1294163,1282173,14720,1018325,534532,170523,343535,421376,22882
5434,532369,1448328,1315455,51736,142438,928592,931138,1251913,834066,1006835,168659
5435,310271,376489,100175,189904,95697,805116,534162,1329301,716741,161868,105441
5436,176081,1406768,310791,269380,755021,1007346,810604,292053,858729,1386287,1130550
5437,1224207,1113292,219909,1215219,785820,685754,1004314,274659,1352392,11787,1439951
5438,1388916,206892,238128,1451738,1355182,564773,238250,568869,1414838,700226,472639
5439,1167070,1181158,583436,1334884,816867,442302,695378,916929,412058,715007,1064265
5440,180484,1471871,677835,574586,1351684,891732,1288737,526990,940518,917969,999568
5441,1351699,1133146,1236963,1271533,114152,909453,304469,308152,286716,118227,973687
5442,122001,901978,804817,407044,364960,654324,870849,313639,585262,316808,175288
5443,706288,1162283,643074,1161793,1365729,639686,1275404,769215,264573,703689,770493
5444,783477,1087428,489566,84746,842150,646329,1143260,53329,728499,628159,688247
5445,644619,894833,1144036,536050,684033,10376,558520,1139925,58539,325388,242014
5446,507928,1392714,1392675,596329,1367809,1278118,353633,1033770,170611,683791,1273780
5447,544656,1212853,321520,1289171,1074988,882573,51899,1160568,537168,669027,1292326
5448,456634,137284,891966,93939,78630,317181,26638,869669,822421,424965,1168358
5449,42533,949292,753671,1154155,1196645,609801,1296178,812837,1123771,82103,740144
5450,1142236,317038,732639,604588,459358,1397023,152165,523971,202054,1352644,799118
5451,1334457,929645,922625,257,580076,155793,308757,1471813,1438935,727456,987065
5452,53680,1233968,1167409,1396275,564524,624100,547648,122757,1442258,1378935,761096
5453,853013,485227,1317496,1221828,456133,770613,191458,363339,17572,122358,112182
5454,504116,813299,501666,854467,1422003,159237,55484,334757,1444672,1135302,984297
5455,1048551,1147513,89725,330388,1459196,535693,128169,168388,541107,1076196,1058170
5456,1167631,1365214,464989,338482,218497,324982,577380,721145,1178377,317172,563457
5457,223535,1243516,173547,748482,858960,357012,8305,985416,778089,461439,600495
5458,1021582,26136,702469,1285848,239377,602675,252135,1981,658430,766386,1095724
5459,116041,525321,827038,861627,89909,1417489,685980,1352617,1120002,521407,876834
5460,1197210,473885,507601,1056919,103637,1384716,472440,182813,543060,555663,3191
5461,175278,574758,319857,1434218,1175814,695518,174633,743357,294860,18789,1445146
5462,1014239,1157342,861503,1113747,865371,39198,915502,968347,1387015,141582,491927
5463,401175,524242,1259819,1005525,1374857,1000486,412959,1443540,90888,724145,833470
5464,246269,1170185,1240792,231734,26051,1000279,340708,1261295,518653,898988,342054
5465,31505,708273,107985,137724,465860,16109,980571,176574,1032946,249986,729858
5466,555539,584869,316795,1269506,1471878,1280110,1372304,1203137,204461,752792,87046
5467,702786,319084,845140,757419,1054858,415442,1415144,1469113,177356,1070175,1072261
5468,901435,1472408,481259,1288800,1338938,922256,376396,538883,461260,1467312,1412622
5469,413410,456901,707537,1371566,309422,634234,406205,375499,495122,376416,1410029
5470,758038,1107160,48242,940080,908151,848213,258483,1466730,1034826,1383004,1051599
5471,453493,223101,1019427,720267,1150819,405740,607305,305190,1062760,81033,491237
5472,391008,531349,1338977,1002367,456341,480492,1032882,1157569,798267,137338,1202911
5473,512626,464630,720686,1061226,1267378,83727,536145,168806,790547,837582,632810
5474,1346405,226426,747136,719317,771933,53328,240088,250938,828732,260642,645072
5475,1326345,1008877,659506,733538,778165,383406,947311,1439739,1184160,1254136,5604
5476,1424243,449967,1222593,622104,94279,927457,243297,1106675,1187899,793978,233988
5477,375638,1466320,1280415,366471,136656,28597,182066,1392786,64662,1326828,745384
5478,1087937,1140380,420514,1450995,1281492,1302064,103628,179559,887897,739179,916883
5479,37966,661670,1218344,341354,513603,599758,872972,303202,231353,814253,346909
5480,1308563,804174,168598,1125482,1422800,1132646,8349,407948,798826,8615,482588
5481,92897,75183,1239519,1418568,1231308,503642,444983,719360,487994,220070,1356674
5482,1050177,813863,48313,1068467,536631,152429,24410,362137,470667,691173,1372340
5483,46850,817446,562467,270846,798336,430093,1054699,1215702,639535,1296656,429831
5484,855044,1001846,677535,966616,497548,1397018,590241,493864,1156552,769912,495130
5485,37440,952465,1289555,243379,606192,237871,976991,1433662,473672,1169995,1439394
5486,475713,1004937,227311,1153792,1147661,1071267,1214243,639508,379554,246225,784745
5487,730509,1299381,1134131,709938,1444668,841223,967410,960172,989533,1144470,1066070
5488,150842,231296,1081508,714649,466133,914712,211236,490730,1227989,1443177,1065912
5489,461347,590496,123323,981359,396845,1231807,37274,736462,90487,557743,173453
5490,1242593,484055,747660,651512,1433352,847146,779734,849693,931781,1103638,1178019
5491,933089,616458,752664,852066,1419040,833928,394624,506193,200022,382495,1406858
5492,1385616,1402592,1372434,710236,150108,420230,702406,1423830,1006135,1180526,1320207
5493,1125257,264512,852849,812798,1408896,987567,317428,1109621,288074,791897,863411
5494,557830,706813,800921,313708,590596,863150,501536,647056,138850,1172986,1137607
5495,1455145,379671,932050,628959,442902,1440682,658692,163444,1466213,917261,1046511
5496,217529,345711,426647,966308,1042402,474574,1339666,683374,1220974,916695,80378
5497,374844,449372,479872,191836,283987,308282,835645,1124349,384212,1123541,225827
5498,71129,906919,599233,1313483,1144669,1388332,815625,1204002,282677,970668,798131
5499,766450,1390145,1333776,1042981,1003961,494031,797624,63546,1389252,755728,614982
5500,1021547,1155577,1217286,209001,604139,117089,587802,361244,231304,364195,269278
5501,379011,1219391,1298440,104268,1182027,103763,1420256,444717,512654,86698,1088096
5502,1119397,660433,129650,925312,965509,988929,460925,451325,334670,269724,599310
5503,1367825,366199,1063093,386762,1362492,850869,843847,513064,86148,375720,161612
5504,67382,1046712,872711,986366,1421375,419060,828395,849049,947030,483682,610908
5505,1174612,859307,1301018,1421506,1133481,246614,1407255,1215874,200623,826086,1231582
5506,498791,761723,1004668,521941,1133881,1113884,965424,1065502,575089,3323,1175020
5507,616107,1312772,542867,771792,1200058,1183298,149713,104109,875533,1250816,685700
5508,1414281,752735,204513,1173239,297844,970617,337079,363731,323010,823653,1390244
5509,950240,1380480,1238904,1070411,1117481,1417788,700420,808300,1283842,1454362,1214077
5510,46771,1234491,178242,457231,9061,969217,1171172,1089715,1426536,735564,500785
5511,604483,1033448,149940,806240,1014222,653335,1239051,1096998,704418,1433921,1318912
5512,1142059,1392295,147387,1193917,1191244,365567,134092,677793,1368063,902743,773733
5513,420061,575860,940126,156277,655366,834067,687907,233878,858456,602804,1198
5514,1295789,733016,645954,610646,1446492,1425993,1231986,1315710,1229531,847052,1318438
5515,1307357,954979,1306244,1311016,264209,693603,1231812,639737,61979,710430,576186
5516,1378693,490079,455237,29152,244880,931653,526126,1305332,251945,891790,520068
5517,726083,1263955,1034949,520854,659174,1121509,1024042,1399921,1066719,653311,1093909
5518,622384,115174,1451438,1041237,1087508,1121274,191046,1221680,987219,689788,1471545
5519,33634,977067,218609,540766,340141,148070,1303794,1094415,1233293,646983,428743
5520,617591,127624,1268911,752035,518141,159931,1202928,1452549,505198,1411998,152176
5521,536112,111823,782864,227130,999402,1098732,999543,785169,1224918,1449768,594659
5522,734548,701422,521691,768485,1188152,1203456,933118,718038,1055004,190201,1229331
5523,1247876,1027382,1336911,800552,848502,215849,789525,43825,1090430,1400700,1193175
5524,1143925,168723,1293293,958807,88370,676813,1202798,794574,1467491,1325116,193496
5525,912090,153261,1187444,1071227,32858,1090635,431928,288134,272849,615407,686471
5526,1043519,1248004,1434120,123436,487286,1307517,156700,266990,350245,1449305,845419
5527,323816,1283472,1084479,823477,1363500,906180,797781,884950,24786,209533,602670
5528,914638,324440,635543,411434,593421,932599,1096333,260501,200106,779223,114882
5529,1054293,615806,519612,16716,315953,706312,299718,16433,1336398,276740,1281962
5530,1409090,990662,894672,864879,1363613,1382569,1293617,685974,1149377,276524,964460
5531,1208470,1152469,1173725,935960,721540,467036,760317,664029,784043,400054,632748
5532,721923,169242,1407649,753923,1127016,209713,1436685,1244280,534664,256197,510688
5533,681878,441870,1145917,559336,198333,339117,1162865,602374,1085444,79187,1258680
5534,424663,1011171,471187,1095597,1054224,627764,394172,58253,1434207,499705,381707
5535,555140,919269,814825,1202597,14257,291294,1387104,1059819,717091,1294586,803681
5536,678777,714077,478695,501726,198045,60887,1233157,1145595,235756,347728,1177967
5537,1220795,694726,335164,516375,290661,584812,457702,895079,296485,964336,247144
5538,575258,313425,836982,945925,777159,1397736,393833,634237,132811,1215733,97589
5539,1260632,446688,1380096,589252,846198,260868,128008,1098235,274058,1341012,339480
5540,1310865,963840,1128458,143600,685457,565096,1351446,42279,954613,604459,1375736
5541,251750,983162,550208,1283393,1316620,1158687,740362,1358808,396961,3119,896626
5542,544812,267884,951736,92443,239898,1192867,1466508,252672,719042,1042264,309146
5543,597147,304825,799597,1353846,253882,15810,1064792,478553,126645,601602,415920
5544,549083,676202,768658,967112,869905,1039127,1038547,957609,1172298,1374923,983451
5545,24520,767872,1374026,1131222,983009,1275738,1382492,1056795,996524,1074898,1393840
5546,285715,1143874,1106554,740608,73626,1146876,673732,1371077,141034,1261085,949581
5547,903973,13724,1189513,71854,435661,590764,116383,973765,1457583,111902,821745
5548,581542,413287,604165,903654,695233,451755,91,436398,1229555,260217,470492
5549,467427,1348791,1328817,1341602,790915,1065939,1312543,1156929,877779,1238797,403303
5550,602298,921060,1112021,113122,1117647,211450,1435782,151241,513478,577468,1137673
5551,1427077,1379316,581960,755758,994972,1087401,313714,177154,1154973,996399,13834
5552,350065,1142437,595527,295056,642973,389304,742508,411933,1105911,1120280,1063251
5553,850357,652313,1440548,989099,1003681,432335,1268374,155837,833773,89714,150845
5554,998369,1261707,1274474,1442011,938973,560073,105670,730986,841011,1046387,777124
5555,961919,846612,1352809,881402,169778,800008,283413,665422,444104,101024,711582
5556,1287386,260611,1299000,1226684,1386078,208111,14247,429675,838894,581954,373492
5557,401557,906997,1151618,1035487,1022724,112425,503395,538879,1277590,376802,1305429
5558,1349588,1128168,360792,1030532,487435,798641,897939,1172630,476606,437636,720812
5559,539351,989063,1436220,1350438,794790,894806,330759,1420748,356330,1110279,233602
5560,242756,816640,5057,289080,661181,1177915,804537,1348860,1362423,78707,287954
5561,541759,155191,12650,318110,441229,498722,792158,500365,850523,1239528,1423184
5562,350154,664851,944677,1236955,139648,137936,1172183,636052,877927,247185,687067
5563,665618,1342194,37137,810648,430926,395198,1036642,346450,1235809,1310145,1105629
5564,1298639,796042,472691,650453,640431,253158,882825,827095,1348486,1163203,1575
5565,730161,794581,63457,252846,141182,244677,829861,1287877,919665,193884,713045
5566,658926,1279048,1236125,941445,13462,21736,327477,573527,1460916,210083,1425987
5567,363462,79200,736868,1400507,1278852,660695,518742,3512,818470,430536,563503
5568,922173,829148,1390656,95332,1162341,1103703,102701,89995,232124,590902,104389
5569,1315003,567661,1262289,432198,294641,450893,1082951,407714,421710,1075565,894350
5570,1145033,276444,824366,644291,1057836,987953,872254,1335017,886676,1432897,1305865
5571,18902,1445953,318318,530569,1350990,1201036,217434,1453879,1035152,351396,410959
5572,1230397,510989,949525,342096,507250,1067135,936081,150393,709093,862780,802742
5573,605584,1020148,494978,1142319,1380406,1467150,438840,512466,763684,1393213,695197
5574,911134,257925,689935,1228336,834211,1349630,594119,809137,1173405,1104455,267709
5575,370515,603159,758367,559522,582264,220307,1336461,360032,142493,662014,921631
5576,1461199,866394,677348,1242470,753463,1348686,688628,1340357,797820,683525,843958
5577,556632,1395000,590312,1191666,768980,1154106,207931,457677,421703,1254388,451568
5578,1289324,1105424,1157495,128281,94116,413449,1088735,1468415,504277,1132008,1131272
5579,1441189,1122136,261653,1277937,1041095,1186900,312052,570995,995741,1358440,926039
5580,286799,1072024,1336816,94210,605763,126043,846729,1399075,361379,1432242,940981
5581,937799,958819,430485,484977,998014,1205259,1163162,1266293,972750,163895,23632
5582,1268389,1277728,613939,1269510,629050,975930,1327519,1443657,1135519,961369,1325002
5583,1364613,835494,135361,691836,37880,1437076,817076,1315889,616426,1278367,30932
5584,904921,1456250,556942,1172848,556503,486170,646048,687139,927397,588398,510796
5585,1017140,1377243,1205903,351778,1014389,1217478,881326,784982,1128652,175341,453991
5586,64195,1194427,71723,1348362,284009,994532,1406363,1327627,885012,875914,815000
5587,1026134,1028338,845088,1243649,30814,535295,1137078,222987,349428,1280376,1287693
5588,752253,177173,744410,401815,704628,1362922,242995,1106728,1053439,597885,1152308
5589,1011823,1286484,210505,567384,1335343,179126,518590,88988,1001668,581480,541848
5590,415323,713100,351639,174449,1453569,637700,1128352,1198948,527639,1170860,1059677
5591,535975,124394,389320,549556,64557,377674,875761,468099,508511,888645,927540
5592,1282507,1939,1320725,995614,1097242,691338,742358,122637,1212091,246435,1355041
5593,1386053,927219,1092567,219397,654981,1098707,1088716,350891,761880,879499,252076
5594,459781,721645,984668,394142,734974,876519,138970,883817,22105,490401,999526
5595,834934,368829,83141,603785,432627,775993,79793,636812,877135,390540,416256
5596,510403,567766,1307780,561113,925735,307809,899992,512537,1190428,469405,156151
5597,270524,902592,973919,62922,385754,1188489,739369,340242,123205,553206,716078
5598,346727,936749,1290337,854154,20136,1184309,240008,1177108,595862,300632,583720
5599,643283,351462,982966,1336809,1176469,549327,615658,317502,1305251,802411,1220869
5600,28203,1342741,445184,351888,506180,1313833,230161,1091690,1044867,1222800,824042
5601,1357363,26903,524335,592335,1330518,639675,968306,637216,1397759,789415,1089036
5602,428322,1030123,444298,584554,842570,1038692,760269,604798,1243132,911156,468901
5603,659303,1085596,140741,76489,388494,918563,312550,333471,1379596,43863,686414
5604,125608,231246,1021882,1257746,592587,290164,461184,297830,1426210,1327476,1154204
5605,1284675,1067618,986739,79524,1192238,277252,613426,1247346,1048862,1425247,4219
5606,1185634,235492,513178,1430924,159894,114214,45628,441935,285205,787291,1146443
5607,236538,426411,1350347,480169,55706,620812,267415,430468,109027,394589,887891
5608,385917,991516,1181358,1304119,1431401,387676,1288757,333272,865834,27294,696185
5609,623806,1461403,985575,1376,637735,747138,1203058,442463,1069852,884433,1114358
5610,946131,1420239,538976,1321723,494473,665179,404271,1064828,1049882,15225,720555
5611,763266,832448,1427732,833867,1247468,206832,136966,978568,1219394,922821,1467857
5612,1421466,1200216,820277,919085,752924,1257070,1232338,141733,482537,712153,229224
5613,306939,363702,81458,628781,227986,1221020,620132,1024912,231655,1086197,1256878
5614,922775,1026012,325701,213280,961086,844899,326975,214260,1421078,583672,35290
5615,681688,323169,314501,258422,1400945,428280,303213,781320,179888,776139,1376801
5616,724112,1372770,131030,1050250,611011,1030026,763325,1326900,477652,1382430,30166
5617,568515,53124,364006,556930,220727,830871,611973,1186192,1429779,1444282,269904
5618,4764,546487,334527,1090119,1011891,694824,1326404,1456126,1133167,1079713,513197
5619,1056953,1412368,999852,944948,38305,1342142,430126,1265078,1269386,406758,639173
5620,429861,629961,1272013,1405917,961291,886230,806476,422082,49483,656722,1011044
5621,885106,1155046,792568,1393211,754723,925395,1299299,235194,973158,543370,745772
5622,757393,872430,306456,557394,1410076,1412131,17055,183927,951751,766762,1307300
5623,1133122,207424,1378400,1444637,1195170,860917,1128258,832914,1344904,978832,1298196
5624,200629,1367292,645215,1315311,17679,92427,1401165,923318,1170414,463743,707233
5625,94650,462193,817912,481638,1105292,1313117,1317105,1373851,1399996,1198496,1288739
5626,1203789,532917,173658,330964,730621,716702,459124,876143,293403,539833,1053434
5627,771726,895952,53480,219516,1367015,1435606,121675,1083603,577073,1065162,936147
5628,410254,786995,568498,10798,753643,990600,183441,57767,694174,162953,965115
5629,248870,1172516,369768,872664,435435,581318,463322,1441540,429995,50046,1328760
5630,774402,195749,114680,245455,145897,36553,351935,1218983,738914,1221176,1108298
5631,418738,389853,456124,219918,1042825,920422,877047,143635,1450821,281721,326750
5632,1426567,1417697,339349,860154,942676,520649,710848,1270571,1103079,10655,574645
5633,879556,121165,644938,935827,326046,599737,1400458,799953,714298,273984,908158
5634,1098945,1443744,1346065,537700,1043110,1093203,953520,1445340,1373143,87249,395803
5635,654016,442350,652288,348681,476675,193044,1423143,243792,1089131,1423769,361407
5636,978532,838092,551121,1226611,1227014,623782,1106914,36306,100986,1406071,136460
5637,741733,1042044,1107076,261132,1357972,1031164,676425,341258,1344717,10744,520091
5638,959223,767444,1175906,282884,767211,439134,233677,1193780,1261874,14909,373992
5639,187702,657736,546146,825934,282854,735574,859693,238322,1309797,1005491,1321470
5640,27783,377401,1162657,507547,1122239,900130,291944,912427,212056,1042521,189051
5641,102234,957093,1198977,593056,1079197,1218291,42971,342765,961152,1345080,172572
5642,1255368,1243857,1175913,381425,869347,173693,145153,1218418,974496,8352,885627
5643,371934,571190,1067085,375823,984021,555266,622908,100315,905209,1073344,1209901
5644,1134436,368718,1187019,1181161,1430853,1420461,873320,756871,1063339,1320657,515884
5645,1274797,477580,611458,435975,422345,1385958,897412,1262251,1178992,1362338,513534
5646,871581,207421,756138,553364,90183,649204,727161,1292968,743129,621354,970616
5647,937797,1419991,864528,1005336,442081,1115700,577884,468772,36197,386970,906387
5648,25646,1014,181274,902871,1456916,913255,64556,1342656,701423,231949,1236649
5649,536947,114804,372066,533124,9744,153420,278578,906092,164329,713318,489455
5650,720328,1400064,1223483,124125,858838,1368233,651394,198373,1099207,534933,334082
5651,904588,1056424,415311,598661,1452735,255113,799133,370583,1431203,868675,272990
5652,1148626,228505,1136694,1149110,103231,1001505,224845,25156,1108537,339789,454325
5653,1313753,131005,809627,209450,165425,531595,719727,684273,1362393,749045,1301850
5654,383441,1247095,867021,180172,1220115,102608,403904,1426396,1430444,421226,1101433
5655,1454868,803307,389264,985282,1127800,1240647,345589,80478,1346380,1364868,1024492
5656,1032518,326080,629759,391252,226668,923007,650248,377787,95086,453839,1012365
5657,965889,1039485,570617,59630,590209,91372,1392208,455583,278922,50180,1115829
5658,513704,107413,1048414,957601,1431063,1066974,507955,942144,479344,964021,1402193
5659,280162,287812,544051,589288,1455828,1393352,1205087,786081,1267242,1213647,20480
5660,468438,1269627,150202,613676,1329342,1089093,941284,1256570,1300929,275038,851792
5661,640040,715039,1220678,763514,1454859,1358547,489520,278739,826911,1298882,1426608
5662,1157592,635040,1083906,1224630,1039982,1061193,1067690,690097,525953,940368,1299350
5663,83150,1438813,1153727,825035,55955,1051552,1372009,54496,1349763,1254122,808558
5664,512846,1330355,1221646,1243163,1038380,69296,548330,625753,77683,1326422,184122
5665,664363,1172122,933322,407922,698101,600610,1323300,1397013,588068,182767,526929
5666,1250261,272598,642060,1416997,420002,1409952,1285547,139219,807069,136785,599161
5667,387063,82839,1266262,1351476,512325,1461577,168420,1079543,1457605,1331480,1262276
5668,1270920,151171,1416443,187366,33310,383047,1111147,1064976,1433835,779568,726805
5669,47866,302749,216198,609809,371787,80390,174607,747472,667813,1087306,471960
5670,192826,892866,943615,1265704,283229,483909,335739,31823,858042,935272,28953
5671,246482,1023463,897805,130241,1431497,971390,978649,613511,717794,931042,283520
5672,1110024,788472,326473,720819,1370208,243774,841935,415712,1018176,729019,1256899
5673,316529,699116,1064913,342018,1457558,635355,403562,1312034,222682,1433904,550086
5674,1437933,775048,1275730,48250,1163037,1277243,658151,844472,997402,777430,812267
5675,1123131,900055,206255,152404,970153,482531,1079486,1426438,175608,3291,210483
5676,739604,929058,207064,338622,761530,1430678,268361,1089141,883780,146954,892213
5677,778741,51547,1111015,1138573,1173856,296867,959638,1223137,788119,1069479,1035598
5678,1026392,565653,1419218,457286,187621,228328,858716,556747,455898,504695,1034344
5679,440152,805467,1289984,312663,1099564,396078,1054181,692966,528329,1153054,1070547
5680,464668,912488,488857,962391,342917,453213,40937,1372367,493550,591274,478555
5681,45295,898026,485191,1143815,866700,607541,1056975,131912,48938,1036442,400999
5682,868570,742075,1070147,677078,918706,170278,701592,935619,66268,703105,1359662
5683,1365210,784716,1401598,814180,476388,937290,79961,1349571,162523,1330939,974370
5684,1109018,271827,31903,375783,1247373,928618,1360475,527959,120590,198621,676327
5685,511133,171421,1285623,161393,498816,1292200,23958,399686,106775,1468400,1430536
5686,298031,282470,1017884,450529,603350,1275012,1141911,277785,366884,307146,371410
5687,336791,671329,505136,958336,1214579,95247,199078,1026968,1284357,766306,370671
5688,1060424,1132997,990053,528938,146845,1133595,344766,781457,270932,103968,983723
5689,766180,1381174,1244681,544338,504243,814102,327915,909802,758569,1006948,1041557
5690,168885,151693,233649,304697,164566,459458,894511,1461255,505783,857839,963323
5691,898518,1045298,1148444,1012020,27422,804385,1113767,894855,801156,461952,1238171
5692,1435597,698940,830093,876737,1240649,380163,894336,1176433,249582,1074720,423436
5693,641426,797461,631578,106259,770266,1375178,993377,275100,205628,938598,376115
5694,371376,915377,651384,714429,542326,1322516,450836,79368,561202,1279748,820556
5695,558016,112188,205884,1366839,310751,760929,969650,1045478,79500,507338,733176
5696,579304,512470,416276,516517,1349899,1062409,1214784,104419,636780,1298973,1460753
5697,1037048,1346363,632724,1177676,785899,672402,810801,1289469,263062,386567,218678
5698,315548,480734,905201,58895,247223,239251,512308,90780,591050,72341,1271115
5699,312187,1236045,860613,574605,143203,270050,392897,1422870,1202908,550800,1315982
5700,432727,372416,393734,1225115,1084576,383954,492330,1117059,638595,924569,118131
5701,913806,1228846,849147,900165,635240,838269,55151,455352,963539,874790,1066937
5702,593084,537651,1203446,464609,1272511,490983,185133,1372672,1036967,906474,76108
5703,1052704,861509,1247603,768370,517021,69152,1452693,1014382,811666,1153345,1468374
5704,999863,424932,409430,1131254,1243124,817038,669083,630445,607667,787927,1404353
5705,726593,1204642,853680,336391,1119211,622548,686596,607952,1220723,149848,753641
5706,51727,40655,1453555,423070,1369307,1443740,759084,312462,110205,416615,426798
5707,262483,103406,510298,93447,388201,842515,1280837,560013,1236727,1224724,1471644
5708,1028290,1422071,197173,108040,555602,1178268,421985,896637,1334147,269027,439189
5709,604914,294520,1223151,100847,1394447,468859,940881,707739,75760,241079,89094
5710,454659,539073,107380,1307885,471924,256816,1096938,257506,651871,703787,12960
5711,1118781,1326228,641255,287544,76296,1217007,988728,170338,510379,939716,906215
5712,511649,967442,152966,104062,566940,156835,525972,148754,756599,991309,1151112
5713,345246,290431,579433,894275,938675,1287314,460430,694435,1278519,869620,822996
5714,1059095,24669,722231,975715,1085620,714784,297676,1011652,969524,1074320,646844
5715,1124579,1403891,1397063,1467155,1282279,1008410,381595,470970,880626,542321,835743
5716,490440,390841,819050,931888,1138487,694265,861002,479151,1427548,831932,635703
5717,230055,1453697,76776,1383101,85930,1007896,151975,217876,801896,692072,277568
5718,604820,1022947,257550,846127,178225,599822,179180,635680,180151,1248924,1338503
5719,1048731,727399,1149447,666244,67723,1437039,863904,281395,583479,519143,264325
5720,1415764,1170480,22982,554500,1094432,1215022,1152967,853088,689383,703921,1084266
5721,1374428,1161654,522225,407163,1198409,385291,1287192,1030005,311504,308130,531335
5722,296101,216353,330876,862538,980647,1141388,477828,547345,952770,465794,450024
5723,1327454,1149201,1299642,81977,903651,538421,962010,896782,1312453,103066,1218835
5724,400629,1246921,101460,1349866,282619,434766,1431169,180608,415343,206711,994010
5725,1313808,455142,964768,269638,1269013,520561,6041,931529,165210,482246,514625
5726,373816,787952,659954,729600,431312,1150503,967773,526787,346341,1073149,1416867
5727,489052,520814,80535,389335,1368778,1154885,626608,721240,1427886,637070,1311358
5728,84826,1077928,145696,689219,482947,1221085,542847,1187516,1472470,176366,149390
5729,920346,1030899,407684,957321,783703,1213914,862630,1005547,351524,699610,929468
5730,1456367,1061491,1390794,642771,1227142,1028079,1344056,418492,714080,509416,991037
5731,673327,1007208,162560,1068527,110788,59554,311559,542864,1220244,1110773,202772
5732,1045144,584686,1061248,1224137,1297645,1109124,656741,1224522,1106474,982531,1312501
5733,351603,1099126,1007009,1324588,616689,1368884,13450,1050525,741759,1009931,1324641
5734,1307479,1202486,492789,136035,275284,130231,564717,823829,1102402,315097,165368
5735,966436,1391351,824949,905090,1452544,1420436,1128657,1291242,1201608,667343,1048774
5736,1148814,1180491,609240,988549,1461634,266452,1236984,130930,31918,48271,1378266
5737,1447551,1066637,709397,37716,365444,104252,1033601,455215,450069,361410,260226
5738,125777,1323703,406750,476239,1159002,784789,730900,490618,1271054,930179,955160
5739,1217347,822492,1231834,1245782,311969,60199,287271,68412,1161748,975915,328848
5740,1013562,4421,623200,1022189,595409,802583,1238799,237653,1030418,1430209,681803
5741,1309182,1392917,1454806,1417131,1306099,502941,1122798,1367149,778511,568933,1388270
5742,1459184,218163,815846,844810,342926,633179,1044111,1055473,928050,950404,427219
5743,1444843,330866,86541,200587,1360657,894766,267783,591199,1176787,53847,422318
5744,163557,1279710,235874,1290174,690144,719892,716284,233067,841252,409092,1427401
5745,1321469,865785,39645,634509,236512,907977,397769,372367,562603,1006441,1217350
5746,1361747,965467,780481,542967,1424195,512513,353927,987826,583355,71099,1422336
5747,1222847,672104,1275760,89131,907629,722358,1440875,93469,77033,638341,726521
5748,611319,228556,1050366,1032099,1301075,526107,1347845,1425709,1115067,392177,1465131
5749,1469438,1341123,725796,113121,161848,1244974,333356,102920,1160208,754899,430664
5750,455436,952539,636900,693159,536557,421939,1469845,1202678,974394,1294930,901587
5751,62561,422381,503328,68775,173749,24870,1030511,135170,1074399,1197637,1158937
5752,1221340,1072793,217448,1110400,1049516,1085893,1373976,62736,1408589,354500,52741
5753,196993,982829,891833,778699,1186046,285382,1263216,422491,30950,445115,342056
5754,1034936,630659,932886,1006074,32493,1321571,107142,693180,376116,805590,484741
5755,1462930,134480,1158618,527123,938150,233904,850734,1214125,157992,824615,708225
5756,560117,658827,948546,342776,131615,185370,1225516,655236,959658,1010173,1257432
5757,1274699,510801,673237,1227332,329857,1465671,409245,337228,910279,40642,615782
5758,428579,1112420,943513,817005,458264,260409,808270,871480,792761,460951,1438018
5759,847119,1119680,1254510,1412406,429511,1467908,1301295,254222,1430267,276865,270706
