,iter0,iter1,iter2,iter3,iter4,iter5,iter6,iter7,iter8,iter9,iter10,iter11,iter12,iter13,iter14,iter15,iter16,iter17,iter18,iter19
344,531229,708900,428865,1076462,59902,1257620,1446215,1080101,1096234,1359588,341756,1427055,357416,1327610,73380,1213363,713863,630651,1164532,1184024
345,279687,877620,709110,70739,255817,913935,294418,691335,1207164,352037,549134,245100,1451541,196975,1086844,384681,1144208,1415043,363134,947280
346,423445,1146936,1028536,178303,270699,422617,1180615,168582,141469,319225,1239663,1336799,173044,576171,798414,70434,367043,926195,78107,403261
347,727931,552208,560764,185547,35407,37264,1163244,1011877,561858,205354,554832,474085,1058299,837262,806423,708181,1435020,1278848,1304757,915813
348,697007,1453702,391669,178824,858638,701950,395902,755396,431308,652780,1091169,1299573,744933,1280906,1421081,1422286,617808,1312965,855936,771928
349,1154130,1302950,1333447,762887,357057,160467,692612,430967,1094077,1012144,1260385,914796,908893,1196026,873427,1218099,1460061,1341855,970872,530721
350,1304978,435111,1059958,1394362,893978,1281673,898823,972547,145297,788383,573000,871438,236863,1131054,624534,864230,317216,883659,1084675,64880
351,748407,87660,739151,42357,167826,2518,1029316,776400,1412448,621418,1452099,1176474,1155273,883665,936210,1053333,939447,1078968,687134,497588
352,529492,1215651,393975,877310,2478,540837,111249,240526,26473,689450,380245,1418456,986731,823298,493249,298833,1189404,306159,1237762,97885
353,139270,1034423,1150646,599627,1230767,320325,1169708,1111015,1377209,645253,940000,559042,1172765,1160106,975292,1093787,586584,1237629,336654,1025367
354,614971,753020,818604,824,1153887,631191,160197,727478,1150764,306686,428936,317034,1367460,392992,1240079,35681,268879,788193,682589,1011753
355,1437948,463476,172637,617174,1326983,903271,1059276,738742,917451,1130247,507592,357888,5657,591049,1464738,969233,724926,297321,827252,1267320
356,940414,1137331,348024,501438,1244358,1345139,1208116,747624,646591,1119977,1105900,454813,670971,1066667,363609,62017,165416,981546,63013,272790
357,919493,1312569,903699,166309,1020600,371094,1365269,385841,1354254,717936,1344151,1087265,509285,1445032,892096,1077665,6664,816070,43349,306525
358,1173584,495316,576221,337127,446104,1286591,1174958,1187114,1193062,405811,1319064,1202722,869139,360485,1424476,636886,736683,1312869,892461,10605
359,940910,219995,284325,1149641,722986,236987,1316216,1337157,851489,282764,949015,990319,1214087,1163930,129660,23622,1410543,1342589,1322542,126253
360,832291,1098858,55421,970590,1107871,371524,687281,860452,496838,30358,1268776,420957,1047514,715064,164252,304178,480389,1174842,66432,515686
361,395568,1415466,402829,1190068,575828,472153,422869,684633,27099,838834,926445,196194,640020,439006,618635,1439378,525430,1122747,1170065,1193475
362,133350,154158,1264037,1091369,26927,1006000,1305900,881835,774468,683123,542980,347795,59092,347529,138073,1434422,496146,236798,530435,1025074
363,439625,214302,458810,980552,169077,532562,950460,262413,956274,293675,1149962,1085846,742678,993059,1360939,262454,251919,904915,622830,478491
364,1326961,1163294,1443153,1351675,104241,975040,1029269,481204,701486,696601,1275476,1411073,4320,795962,595653,259614,69247,365418,1465915,893005
365,880314,272760,659093,919138,434476,727341,1377868,1036114,1128039,1389491,858096,449438,524668,49876,563376,562165,70699,1262958,237804,1432106
366,24052,156980,459689,1004290,808999,967902,640180,1265663,1247134,179741,362660,1296163,848996,151841,523664,1108998,190786,35042,331090,56562
367,852226,104648,50344,362861,376354,1199027,1251167,996377,1345046,104564,1202649,1343889,412719,1094473,1288467,273028,888276,1394149,395838,592787
368,1208778,364126,1384597,1338062,362835,1338717,391587,138273,77285,1146778,1095027,82217,1332951,448447,903639,1309338,1234024,204806,1315596,192275
369,602381,285804,743642,1872,1398076,1438023,605375,745596,146697,1370212,675073,1066492,217033,322611,884665,1082423,387903,62380,1135759,74489
370,956146,309382,78584,1431479,1152356,1322131,686525,207047,748491,879581,1233483,1329548,1142781,431019,464941,1195707,703808,1085164,611051,136236
371,153813,421151,1349478,851965,1244329,1398069,767216,700141,891124,263235,294550,1191976,1434207,1364108,646892,803787,301630,549020,700797,941399
372,870707,818686,89887,395034,1451173,285622,627758,998101,548359,367770,772558,931414,868545,269186,773016,453838,78917,919564,804393,959570
373,996045,321476,57504,276475,1426667,1197275,226948,203569,93287,1416755,1089835,387658,322117,1466605,224301,269358,713504,1281145,1280017,263117
374,670870,729329,203620,988797,750503,893113,523311,545220,1123752,1472126,1058733,60444,333094,15363,738016,770986,920439,180017,978390,1056890
375,576982,391102,519491,98321,837944,411878,30022,1216991,664102,1116937,991161,809146,1459074,665715,1266348,261175,1391733,140838,448115,1178400
376,164202,878694,1317717,316521,848684,361288,717105,656583,158084,1411444,395513,514426,1412321,520009,392523,1332487,130049,458480,1446953,1212243
377,1091021,78187,494995,772980,930627,19683,326238,1265043,161588,49757,1168873,833637,1396636,1100968,671893,1010131,1318422,367526,1107854,1278780
378,191767,625147,1458562,627991,283845,333875,1328811,1385501,830353,170170,1043717,41205,41101,344104,1287410,730848,619800,1255454,781084,434296
379,812851,920565,1250476,157661,655262,620397,936425,96464,505948,885834,1121101,974901,262294,1368417,1110943,271960,1251910,1454464,723109,1454232
380,1239344,1038707,780997,483462,663231,917056,751520,480349,1374413,292557,812627,1463099,980857,32489,216335,1218380,1352501,634498,1287273,309157
381,1002666,107844,1137979,1140223,1289819,1458641,1268232,1103479,1282927,1105322,661497,732502,360143,1238786,935278,1079035,486736,650812,98968,647391
382,277908,551672,1038634,793118,1182279,678027,1330013,209345,669740,933413,1254517,77292,722231,310621,664452,515543,433721,1085542,1170808,38063
383,478367,143554,895084,920986,1468842,1383220,1061324,492667,1364209,423926,174812,671357,58120,101001,938544,1428171,1366032,228343,1165613,80614
384,1183958,280953,457346,1003658,982612,1096724,1138386,536715,251340,1269276,669034,1106282,1284786,1001190,529959,352154,460366,201371,827937,243837
385,1407230,506377,1168395,1090040,1330233,961636,993470,925758,946445,1445440,970387,1159139,259903,1289048,1454646,213523,785319,262067,261552,1466534
386,1372825,748253,1207738,450584,1108177,1037723,557904,1352204,1403388,319869,860872,473823,1031901,110550,522511,168770,457624,429451,748506,728739
387,553693,65835,485503,104557,240076,1467323,821003,945311,93379,818009,984831,600937,788364,455939,472834,496792,1352191,849669,687273,913053
388,1443616,1192958,704729,498009,1337315,390954,659112,156404,1075087,1213921,1014961,1379733,228026,875319,30969,58263,247752,483703,208627,371209
389,64167,764532,442943,885648,1110351,1083558,997614,19397,329206,1404240,83034,1348036,335425,1043553,672308,156092,274044,1187371,1118201,713598
390,504583,1338551,962960,112899,1005219,222033,1208638,554911,978901,845353,542455,643411,978280,558259,380956,745986,290452,419640,542605,1188148
391,768307,688128,63201,716996,1323022,959074,326782,966952,755438,215600,1387300,366789,8713,165707,858414,1061753,293520,224963,1089137,751471
392,1268329,246182,1164425,1060410,1004110,415108,861457,783126,908970,474955,166614,1358368,1165321,1113638,36113,1068724,613664,1140556,503592,1377041
393,33597,357936,947789,629894,206812,973859,1277467,435782,1394699,1122640,1406440,1415609,503000,160750,834133,657146,456432,701287,1194957,413109
394,982078,810245,599583,1444596,1334994,1075300,466222,327932,1200569,399281,533710,117024,110914,702210,183298,105940,1000068,462933,1139601,150136
395,1151995,160487,1360366,1231895,197627,758185,315234,105639,585841,337075,475176,1195378,26543,1077956,1127114,505037,1238600,122745,290645,986866
396,886422,118268,468839,97170,1444727,390768,1076691,22839,1325716,338844,1012260,1465725,979604,1226993,801288,697954,1120520,993379,379170,253780
397,493376,1163506,105999,1072779,385542,970331,362092,281810,1040506,327252,34492,1048858,678592,403434,1023592,900878,903513,722985,61510,1140238
398,972091,786898,897397,1254424,587409,1341610,1082357,149471,1155063,646583,50427,251721,718212,1372505,279186,1029840,702747,556813,1371404,1041263
399,844355,857447,208628,741591,148938,718491,99289,234852,641921,1064272,742277,1426683,934079,263717,667939,1422114,538001,57824,821953,569022
400,342324,213762,740785,491344,728173,622913,827603,521005,1083438,1037902,1264628,1381211,1110464,1389733,1274327,1026274,736407,1402295,704179,493438
401,143764,483352,913966,1124398,735983,62827,350319,1372331,1034970,525894,674600,925733,1131470,519686,366862,263433,389267,308609,548404,832800
402,517418,645913,190199,229587,281714,631778,433604,1396955,1309552,498469,491744,625846,1073420,747405,1098201,8094,826833,1135174,121437,83262
403,893257,762020,860216,120074,1397682,287305,11002,1157845,1426985,1082844,396844,1255863,144085,761078,590664,1393426,259490,617587,861178,1255484
404,1268756,763903,1132864,773483,1014881,820531,349932,276342,237255,634319,1179251,124766,1016094,641518,927127,1397072,1252548,1183562,1326935,730495
405,508242,634153,161140,182306,345884,555939,17585,1076592,1312,217319,1177930,514251,956766,1166349,862738,914647,1180185,786240,704370,1146591
406,1033539,1028283,407752,972490,735149,221812,108962,1041504,112184,1298263,368536,380175,791329,569300,770498,1430731,470711,1055350,1394883,956845
407,1007343,838684,701566,779231,522411,822895,440632,1426003,1338374,238905,673285,999645,1234836,213816,1347565,853607,474911,237389,134244,525311
408,675868,1127716,1025380,663085,735808,22931,554642,550827,744585,733137,561237,197740,582054,348695,1412987,385393,158533,1032711,174102,403336
409,575365,856379,306621,1206560,510958,269034,1119165,28243,434852,683560,115540,769615,986907,707226,949921,210613,1383822,1214930,39254,1318034
410,604632,204455,246256,925306,1153061,964571,1435301,606209,523474,206260,1253123,1402597,1446159,377853,513070,1395664,30272,1172415,960028,527090
411,956665,1267656,797441,22987,1242723,974543,1311561,437712,497838,871383,478222,91254,1340806,425556,1232893,364627,111437,379815,1355936,753038
412,766304,1381756,1272396,408368,402211,1203999,1216593,1290745,1105164,99672,332428,1403883,1433711,127778,887627,95427,947192,1450897,1076480,33686
413,422070,1048587,498238,355366,609020,872152,844098,989470,459747,817113,1299576,79515,849637,770930,184888,858384,1211209,642915,90483,1052296
414,670952,502017,773052,573817,1231263,702860,290155,396294,918270,1452146,1046297,997015,25545,231262,245312,261553,1161803,744606,1135476,1159360
415,722162,1469993,1421044,306756,1006409,1081893,1267456,817478,285673,928796,1019320,1008092,460520,96022,610105,30905,1240090,585616,154735,541469
416,895278,94902,1166879,225286,927934,1451008,661741,515990,371921,676823,430058,1442985,1089433,934953,223132,1145593,1099152,1058622,174811,1420497
417,1250866,1219521,283832,169159,878881,206674,1213824,839670,334795,187127,739760,325633,55229,563633,1013584,751594,826452,168464,694094,1182691
418,360900,282414,1082239,1450795,514246,519483,103161,784686,632847,662309,1378905,465190,709807,1013762,616007,1436415,1061014,1151115,316516,304804
419,493539,277080,200857,850751,1380262,1321605,1130564,200718,1308805,262860,1265893,303906,813210,636338,1306181,274396,589842,1133668,201572,1261829
420,118640,891156,1103372,264081,79124,1040748,331647,250620,733236,877130,230895,454585,1375426,602906,1425762,992248,1338842,1335776,335854,1386694
421,350129,841094,632944,542351,26836,1221976,499475,230564,1014968,115976,743836,1238295,65365,615944,901721,625577,971657,451456,843541,1379313
422,1139009,832050,965347,841569,1166588,355180,362606,1415378,893680,1001610,1294266,235728,555549,157261,512823,194791,405482,207487,580591,749739
423,563142,580348,632367,1373779,923967,718612,826082,946262,41527,823563,1423245,387687,116195,93173,544791,182371,1316022,243247,159872,1265717
424,871474,1007071,6226,1348565,1416268,118401,1434146,604456,78858,1362285,261717,1378720,1045969,1428933,260104,596117,913234,867612,769721,1006327
425,584200,1173837,648057,645184,517812,500491,1318066,27542,355216,1433242,97127,1242113,514518,157483,232633,1121292,1024648,20653,156494,929685
426,1307514,536075,1287420,1062632,801189,427155,497216,583754,357704,1420946,777218,988371,1249229,1402557,299695,520479,310975,1192719,22372,99604
427,164077,771593,833263,501383,1373076,537843,1249121,490522,1457579,5668,93407,1437666,1102478,966038,678267,1353978,1330364,660128,698757,475164
428,333853,1291029,1439019,37411,610569,578676,1339933,50333,1018980,1328115,105903,1269160,931452,581611,869704,1258562,951496,191929,573234,141413
429,122793,210527,1444532,350809,1304530,786288,541622,100550,1336982,256649,1470647,1111677,545362,194708,558084,1057454,835194,1069928,402872,209760
430,869801,1014774,663805,1226284,1267965,355167,1352870,1128236,948740,508988,511645,199599,1341907,1057872,396001,62287,62233,1431603,32171,519945
431,1339488,190582,1218502,1312030,1136857,279282,1222152,1047693,838638,704981,1183497,999557,689851,212916,556572,604187,557048,549617,310553,1017799
432,1280571,122414,1112489,528298,863488,1382758,65644,435047,275676,438046,21069,582921,696147,317533,690016,1411300,1416589,902674,1175367,954756
433,294690,1176393,905784,892390,59495,1056173,593399,889512,216275,188847,1437935,1289633,34479,189336,310835,1275509,369298,617489,641544,854786
434,544098,1049242,143978,834634,170992,237219,953377,1020977,1449075,871790,1049039,896637,576035,1278012,245035,1471203,438887,1334372,1445781,545277
435,1137734,1089809,1368769,337855,648462,364517,1075348,133227,269769,1344560,1097505,414807,913682,644585,1436170,784167,1177325,953657,670572,1427866
436,1299604,123989,1187566,1426818,403475,533901,718964,1103036,773332,1450902,786333,281097,291405,1415757,1428307,625959,712557,421952,70208,90170
437,940885,861987,1002378,591251,1258582,60296,877492,422441,1330516,1170193,1159193,662449,1135119,1327481,1188882,1143782,1357042,570926,1447530,1219031
438,723243,386147,1218472,225297,523983,418465,1327690,182137,941170,759491,527659,1272034,1298245,167114,241507,1457164,292344,1400236,110377,468898
439,688930,711021,582690,1266849,1184217,701306,1429270,1113719,1035222,1276775,1297157,87552,193241,702816,1230579,247537,409958,709639,793628,738500
440,1143796,1059946,114540,1035710,915489,661339,516922,592024,495864,1331876,679067,1159723,18685,49624,1285937,181777,578513,1319181,639245,229193
441,186921,1276482,691328,721953,252782,531285,31868,156839,1171272,801652,57421,601885,186375,336065,81597,35070,1352042,620801,712324,402904
442,1046876,171488,29644,824371,247985,642822,966546,275494,288210,233141,181799,1006009,1399341,544861,113102,144722,1056908,539638,300208,565633
443,519624,588396,465300,1388490,798652,848900,59909,208737,1098723,838685,813525,737506,1232266,45520,819425,1192465,554059,448783,1230270,849249
444,690159,779276,225721,668105,1078933,1247439,1246735,255656,541095,376087,67548,1207775,361699,70458,666980,1220260,1122661,719206,595825,1020629
445,820342,1152642,1417887,121438,207665,793775,51388,655839,867945,881730,1398111,249859,807601,35634,275577,829540,1284129,564670,946805,627783
446,333563,999123,1196408,1023300,175412,868697,259263,400557,714964,714428,805270,1099145,696495,1153149,725461,1184543,1197159,41154,212962,490692
447,748214,1250367,590694,1018194,896109,1040491,1307952,1188746,582474,187361,1032210,1062839,119516,1083916,1097366,533014,964320,553881,1188894,898680
448,915363,1171248,124039,154873,288834,382612,1209509,1102441,932209,1283701,1016456,2309,619315,146783,392661,940282,1449046,690419,1107680,958568
449,160970,1229313,1243786,1297947,256158,80333,97669,1186296,141634,994168,528741,1387523,281566,277419,975185,1388851,1188259,1351133,193828,786498
450,617615,1174362,1384188,861524,630182,384073,843198,1151282,65945,826819,1223318,251360,1030339,1095953,1462914,1262091,1416686,1347932,673205,586178
451,614145,619879,9400,1123770,111176,474112,1069558,1041779,565587,1320732,1090635,620239,1214517,597925,1141164,357047,957996,1155464,869522,297879
452,332654,750206,802806,431045,596479,963513,317245,1131371,1028032,30178,1371995,690141,680960,1440921,601484,1162500,566137,1226428,1039727,172645
453,48130,858409,336399,1230479,502764,203172,578417,339142,484623,1971,1443551,185756,574572,91165,1323799,603587,853694,1138855,154082,994660
454,825371,344924,750435,319328,581336,1196766,377455,616546,177129,581401,712780,147705,1031786,1209915,727425,555049,579378,59057,457439,717676
455,754575,776207,1373423,1175473,1115475,196724,17595,891607,763659,1206511,1038739,1430623,893327,246115,213270,696126,916446,832416,1133712,1371602
456,886314,5029,872516,576481,502359,1252610,563396,1426053,1002163,684152,380651,897285,70057,564886,933962,32387,1349597,630294,664495,131940
457,1211691,1389493,518077,458005,393475,35759,333726,1448061,1386241,150364,1109831,1134336,1443696,304532,660624,669744,275750,1463583,193941,310234
458,359001,450887,1029872,1359212,379505,575607,1467670,19349,606101,856053,418393,226311,965114,867247,256246,378786,538879,1175447,1172196,1285898
459,534491,841661,935599,1311730,49046,118695,363990,936110,927742,1276960,1423803,808537,943165,1053188,872945,1096105,479703,947553,1041986,618020
460,1093092,494124,1290973,669957,1039281,681293,779882,671625,995479,715421,279855,1068524,1122300,415106,636145,511706,86761,1172555,1083373,1185627
461,166748,797252,1076269,1208795,231589,1041334,1183281,1446593,781587,1340624,578212,139057,1471268,1426455,294791,624208,1257749,1244143,919676,677273
462,883976,511310,392588,77337,579297,130368,10485,624707,635445,1107943,111010,287644,304009,1306578,1242338,380917,467615,415842,268109,953247
463,1013966,621044,163919,24173,883988,688121,1042321,622549,885542,386273,1403458,753552,498370,1281847,568507,1445837,1077256,1297309,1222260,218360
464,89421,159344,810877,646611,603644,806332,1254991,345021,1322000,247084,312267,640743,1382220,14971,726900,895118,726357,124635,1041092,1215424
465,429314,950119,780202,102537,1453281,106450,936446,1226086,736073,1130865,850897,1314114,623073,1191993,183675,795771,1076875,417744,657630,907571
466,672676,578519,124866,802416,886503,1016302,370278,1412,119789,871543,230493,1130348,123873,819457,1288489,420599,954863,353733,1252799,682901
467,1267931,1337729,155530,469769,1231699,411463,812810,242181,1262238,315713,415016,570136,138150,1420491,265877,417018,829126,170668,1362567,108997
468,472220,132247,679801,1121520,40356,230234,246931,1396664,1222527,24349,646220,24291,33023,162041,1419136,1438810,1156789,407585,494368,1336629
469,105205,1096523,455393,1143413,739741,1086543,142846,1344174,1212871,716513,637315,352838,1230843,1364476,354172,1463029,242919,423015,68406,899526
470,438094,945472,564507,1073719,1315709,1332207,575034,282133,1443432,1210272,646654,417789,1072285,795878,71294,750751,887933,206398,935961,646840
471,1038249,1154758,436204,283047,1278271,147917,276262,428529,1415163,1164517,1266439,242483,1149430,1278820,1313534,1348224,429614,403013,558803,1397614
472,659289,1175856,1187781,882116,943261,19306,1009420,398394,1197147,354002,162089,175033,106985,255105,556509,652785,206423,671927,1464928,633383
473,1399454,489718,486813,1424548,895558,924431,623780,706062,487861,326428,288946,1274898,1026639,305310,891491,238117,1426164,1396374,199643,539141
474,800872,316326,777974,103668,559295,880222,530475,1243092,740023,510678,140314,146921,1037331,575397,1146182,9590,268967,450578,993057,736232
475,94372,212503,761197,1335478,152136,130001,1248837,147562,1217586,1004967,1296265,211640,526340,212840,496805,1301103,1439673,415796,1271813,687422
476,765433,1468832,1186658,1332217,580061,601569,1365051,288223,491656,1343343,771234,1368277,1110433,832783,891698,421384,154785,779593,1138418,1266587
477,50263,727436,265185,1165891,1119438,983478,938035,1219611,693005,1104937,494386,523126,373249,421249,1339955,608638,215005,1106481,1157041,711691
478,322919,1193820,1235434,347521,97152,1107196,855751,727358,1237856,334380,587966,38265,470443,1388166,1397987,1122657,900714,1424806,914215,1344180
479,751995,408976,691042,1066641,650402,1070378,140544,258136,343729,1393223,784958,552440,1017902,1396860,530684,1468267,1322199,442699,488843,984220
480,1278940,1352215,544581,242156,1003010,1289027,1163249,1300806,561348,438055,865219,61886,1047873,698884,546854,1180733,1369952,1038946,866652,878927
481,199670,846240,167169,811905,889941,529744,635352,600448,788356,897123,241410,593580,606275,1468282,838015,34947,534589,435132,1093408,378708
482,690149,922603,931743,957897,1349520,804907,1075208,477080,14355,1083115,1137688,582156,162166,1370879,980809,1441297,959603,1415068,1270878,1010741
483,1237334,49664,35359,938921,1434064,800618,167494,141271,575058,762587,936343,181878,546420,31083,11437,1356877,354117,953365,409374,335457
484,551242,361428,307904,605880,1282434,491875,1078917,771646,806604,621376,809207,1375251,190608,1080749,439405,153962,492801,689703,605590,569024
485,821146,121523,9457,876916,1398059,591300,975610,966642,555751,1298122,704893,1446884,83893,773157,228642,221564,971362,1310438,963638,1149822
486,587667,169556,1472409,452336,110544,240697,1360061,7092,927536,251243,595937,374119,1429283,323215,182127,434475,13875,503625,958762,866876
487,1212863,1367104,881918,95353,72138,218040,323033,289849,185819,98810,1007666,1084654,13177,1444956,941042,655039,1208201,1413618,80152,452001
488,1186833,71671,964329,387872,135748,86105,1349063,804659,89314,138291,640641,1053681,651380,1196486,1011013,977287,1249126,1370394,898881,836389
489,318465,59319,208552,840157,1153777,343372,936822,1040159,1313338,930747,53473,209897,1065281,586124,679590,1272560,1458569,1051738,628343,519749
490,361556,1055379,248671,1195386,1206774,447245,267749,1429691,73537,781239,789833,696663,1234067,1350876,867080,1300194,302456,514719,386761,832094
491,58488,1332422,771466,1412755,28263,1070445,375501,1236046,749375,234314,646167,191516,717183,1040885,272428,968624,716121,1211958,1338818,3849
492,1004155,98665,534010,1449262,512815,1322429,1191952,1388891,454838,1002521,372063,1210232,496002,54216,34425,206777,1260016,1283678,882791,970878
493,1142956,1031331,1411762,680690,1059853,1236421,299118,1257698,960036,234187,1290572,565632,1164956,867714,327244,1425080,456485,833831,1195471,953955
494,1413504,740503,218688,1208834,548302,786677,1035108,390511,1045167,1213054,1303652,158099,441239,613270,593649,354155,58903,492059,109074,62599
495,828666,537739,1103486,1268736,671499,70598,1359008,144250,689798,627479,98335,1012567,9865,507923,39449,1153568,1350753,535130,820573,1353727
496,1095197,111355,119280,989785,1251719,791463,1189944,460219,160399,1224472,382649,296855,20003,1080393,1117707,526689,327413,1060513,65228,1086798
497,332521,36935,248363,253824,95626,896548,1469236,519412,174780,869122,382689,1136600,1193461,1040731,896980,1461760,396304,1167003,128503,1142599
498,1223898,1349133,1168209,526668,157231,391607,722046,785518,608350,95010,159760,606260,1285730,550585,793414,715871,1295182,998858,165072,361586
499,1402852,96462,505039,351618,1398328,1419381,843297,84654,213569,258577,1099644,240616,1148933,1084628,939418,278188,1112882,153916,1019541,1262997
500,806041,1214931,1433229,90445,326836,1203720,792566,256450,1386888,355383,280623,733583,16657,756590,974651,73969,853205,362634,412321,1089218
501,658987,1150397,196370,486910,899953,487113,1404671,1040089,1243578,964510,1341357,485937,269634,488876,151759,406560,657872,877566,826134,22098
502,46728,295774,361612,847252,1366029,444105,85845,930058,14043,753422,1018735,210625,157356,221616,1243813,492187,893274,1002944,969468,249922
503,256317,1045079,946042,999537,280234,640792,375832,160774,1386814,1219884,1324115,1009446,388441,1375041,63064,111789,32166,141261,329133,1397300
504,1443645,312917,344709,240071,1061915,412205,389374,901992,860585,1450439,1192312,843848,1062821,478357,759942,1174973,102194,1275076,758700,849169
505,202093,1008943,988676,240872,1395516,123947,30349,19912,829419,743280,551121,202870,650078,214486,711896,436477,589577,955635,432959,896512
506,736933,135966,1109204,388684,225599,1468854,1100390,708808,631115,1038562,793653,845179,505357,1091298,865880,408687,372290,1375435,1195612,12639
507,627450,1199271,647417,1070483,10715,825479,933217,385486,463107,1403808,1336078,126244,171977,493091,821881,75875,203735,73243,1024498,148771
508,474681,76662,123864,1379164,1460366,375750,73866,1284659,36592,1014740,199536,519865,711878,913756,758125,78939,2791,140373,1007556,834997
509,571372,955930,1253723,1015594,268077,578879,1436259,340320,76217,6601,46665,1194507,98341,1276592,651961,1073231,1191641,260438,429578,464079
510,309740,796326,585416,200390,1281675,520494,902701,613494,834592,439449,773156,611842,522107,1126373,884632,725991,1312217,1392889,74303,703404
511,1238818,444651,221188,565501,427071,413539,1271923,902303,1266252,564681,127859,123853,1376722,978684,412208,863029,1458065,175153,1000957,642148
512,590451,1457635,153038,535513,1143015,1260554,867079,1373572,1139075,1260984,1116179,866544,916255,1009746,312782,335902,610814,404618,915191,1048953
513,913852,145962,1082025,189717,432194,1072007,474406,100089,768678,661385,177913,1020698,1105266,272000,590746,1244979,719540,1419294,463100,818546
514,227349,627898,355858,179342,153877,808502,1074162,145942,1121844,1412446,232417,578290,798409,551729,1135591,1041049,516793,362353,2437,84647
515,1086212,580084,1460307,257835,43377,518726,135200,630753,562459,665458,381340,1297204,977441,844121,1088030,1467930,179295,16073,1417926,425522
516,1141414,35987,77297,1118406,31162,978859,1423968,1074041,629456,1252841,1187153,1190492,462878,842065,263001,1228701,1210635,181332,515326,342310
517,132843,602207,390661,1405212,1110889,71345,52110,1272253,21895,1063320,1323881,758459,1026899,399611,795366,478232,236934,276278,592515,1064489
518,1281262,204027,326941,308805,1143078,1140538,624816,1342826,1215030,860287,365838,790845,122919,1036673,360504,475210,876012,143238,1304949,1263644
519,973121,1147087,428153,684037,411661,539736,1097017,802992,977047,26997,775807,1352060,1214324,112939,987800,950862,638921,1230990,58634,1279817
520,212093,845348,655300,922336,1338510,726679,972967,1144704,395481,653816,707476,1460995,519182,666278,1052373,902706,1190898,456787,622993,715186
521,656604,1003383,1406577,194988,1324689,490100,1087618,608407,423994,568291,501755,1016923,1065591,694254,114901,1338742,107570,336178,789263,1468511
522,794733,783387,541402,1387761,147567,990422,332786,675707,563351,724465,154737,1339016,1099330,723926,420076,344263,520758,1454202,1261274,1124464
523,257996,578027,319835,881498,596041,1365338,212780,488087,240563,433371,878209,1456545,5531,219284,1406683,831694,1139571,1085878,1142237,879969
524,155493,833537,1556,593595,1021967,979209,176363,1046815,1258836,142626,525088,874856,649807,944362,1044275,69038,688394,265104,14140,845790
525,1467250,3529,172778,952669,1047306,575608,1377459,481287,1441263,1181728,1470675,109324,683048,18913,1018968,865882,503082,615119,896907,1459020
526,84627,658731,1075198,194107,398141,34091,184399,844756,1455136,1408591,720246,1376283,546562,705926,500089,421527,655357,609887,1122543,401824
527,1070462,948063,278886,517051,267750,1415406,936300,1457391,217911,474053,606067,136158,214671,30012,313314,396232,1404094,1378078,685385,1069154
528,1337575,558233,1442541,104140,923329,1043071,951942,720140,983263,784467,87176,202281,336507,365878,1114320,1068384,207388,532206,59839,273798
529,281133,717534,1278058,910408,1429847,978828,1393648,415868,851111,667138,954228,580575,1391244,1445502,1331682,1118427,1026848,993892,425005,1219792
530,1328166,1089441,18728,652897,786178,1248412,263881,1359237,1218823,1379996,297206,1303257,1143879,1057700,78722,143484,227968,197422,875510,13125
531,920330,322156,942315,202906,1324652,856197,1465675,944802,252543,160184,1168577,334820,172664,282482,68457,957379,1343081,1150858,553001,1155178
532,1454650,175370,1053200,676189,1117699,784203,70306,333333,1415364,597734,153443,1407117,135151,120093,1127412,618177,570317,695722,11882,375035
533,552668,1282549,463197,400865,326372,864635,1195605,781008,212240,1150832,775946,1018896,720209,718965,272177,310888,1064400,552057,473944,949794
534,241047,779283,1026286,1402154,986724,1461370,1199860,1359659,209710,856721,1282359,473041,969003,937127,889927,982238,597947,1190646,402484,24131
535,640833,696091,293661,1223444,204250,560824,1065277,285810,755442,443049,857313,482700,270294,1065062,741091,142040,1193895,1092738,313698,962102
536,85478,1448591,1025495,222703,145449,718525,674,665337,263579,98821,317412,591162,139295,992921,727392,1056017,586618,86524,1397581,905480
537,306327,900297,499938,5302,399580,730234,1310829,1311522,619580,464725,1270143,432449,640532,148119,93207,45806,883581,40346,651742,964500
538,1122813,1199289,857041,810415,961821,1243485,1385626,1428248,833870,1098882,223484,183307,1009504,545831,872790,886695,1197136,1232434,1440163,1434075
539,428929,835998,1099718,1070846,880614,595193,1074176,1445245,199763,192493,459003,185473,1108304,48080,596099,34442,453470,1238315,1440232,234028
540,1126837,1102250,195686,223310,978352,1184044,553264,1319057,390057,862450,1207131,1389993,391403,924634,1215783,73579,178029,1346466,1219846,186736
541,528341,1051361,93088,90157,677843,848392,1091417,1174690,1280094,1053898,1397274,106850,1445596,397334,1201417,1330569,629175,490954,189822,145954
542,294096,108725,255167,277886,395009,1021022,52692,821513,738626,1160836,1459120,994405,1305860,898721,664932,398152,988400,334962,545049,1303541
543,900284,1227834,11771,644145,1336878,172743,882077,1258710,996504,1435506,1187320,866922,960974,1032158,168823,975996,1295892,1238681,401688,449903
544,565371,1251996,149978,914157,1123044,794200,606263,403561,712240,982377,612550,951930,458867,672518,193826,247068,1041332,945225,933709,1332200
545,234404,251748,982267,1184047,1199901,379564,823246,478507,878995,1412054,247115,22100,95398,359852,1158911,975531,1183568,664614,865405,652267
546,569612,1426206,404778,267573,987205,178051,668583,397516,195439,649622,309167,642819,1205318,571245,866497,10575,857322,1447677,1289217,1113963
